Scenarios,Camps Name,Mu,delta_D,alpha,delta_R,lambda_C,lambda_S,omega,Supply,Optimal Allocated Aid
Scenario 67,Camp 2,1.33,40.0,0.75,2.0,642.6,2860.68,1573.2308975392739,18385,924.0
Scenario 67,Camp 3,1.33,40.0,0.75,2.0,1071.0,2817.84,2620.9678344451895,18385,1540.0
Scenario 67,Camp 4,1.33,40.0,0.75,2.0,4282.8,4500.96,10476.058596452425,18385,6161.0
Scenario 67,Camp 5,1.33,40.0,0.75,2.0,2483.6,742.52,6075.759997240973,18385,3572.0
Scenario 67,Camp 6,1.33,40.0,0.75,2.0,1698.4,2074.0,4155.39842937747,18385,2444.0
Scenario 67,Camp 7,1.33,40.0,0.75,2.0,2174.4,1628.42,5319.550378996815,18385,3128.0
Scenario 68,Camp 1,1.33,50.0,0.75,2.0,428.4,2882.1,1121.3494877694163,18385,616.0
Scenario 68,Camp 2,1.33,50.0,0.75,2.0,642.6,2860.68,1681.1559993447831,18385,924.0
Scenario 68,Camp 3,1.33,50.0,0.75,2.0,1071.0,2817.84,2800.7686639381154,18385,1541.0
Scenario 68,Camp 4,1.33,50.0,0.75,2.0,4282.8,4500.96,11194.725953107478,18385,6160.0
Scenario 68,Camp 5,1.33,50.0,0.75,2.0,2483.6,742.52,6492.562780146971,18385,3572.0
Scenario 68,Camp 6,1.33,50.0,0.75,2.0,1698.4,2074.0,4440.462623854251,18385,2444.0
Scenario 68,Camp 7,1.33,50.0,0.75,2.0,2174.4,1628.42,5684.476479234707,18385,3128.0
Scenario 69,Camp 1,2.0,20.0,0.75,2.0,428.4,2882.1,384.69006259144777,12226,385.0294698601774
Scenario 69,Camp 2,2.0,20.0,0.75,2.0,642.6,2860.68,576.5877332032339,12226,576.5877332032339
Scenario 69,Camp 3,2.0,20.0,0.75,2.0,1071.0,2817.84,960.3827969365877,12226,960.3827969365877
Scenario 69,Camp 4,2.0,20.0,0.75,2.0,4282.8,4500.96,3837.7695374285836,12226,4072.0
Scenario 69,Camp 5,2.0,20.0,0.75,2.0,2483.6,742.52,2225.9026684308815,12226,2518.0
Scenario 69,Camp 6,2.0,20.0,0.75,2.0,1698.4,2074.0,1522.4578452783724,12226,1588.0
Scenario 69,Camp 7,2.0,20.0,0.75,2.0,2174.4,1628.42,1948.8966374049764,12226,2126.0
Scenario 7,Camp 1,1.33,40.0,0.25,1.0,428.4,2882.1,717.9974580307996,18385,616.0
Scenario 7,Camp 2,1.33,40.0,0.25,1.0,642.6,2860.68,1076.4402599263437,18385,924.0
Scenario 7,Camp 3,1.33,40.0,0.25,1.0,1071.0,2817.84,1793.3256341339654,18385,1541.0
Scenario 7,Camp 4,1.33,40.0,0.25,1.0,4282.8,4500.96,7167.956881731242,18385,6160.0
Scenario 7,Camp 5,1.33,40.0,0.25,1.0,2483.6,742.52,4157.172784306371,18385,3572.0
Scenario 7,Camp 6,1.33,40.0,0.25,1.0,1698.4,2074.0,2843.2178470515582,18385,2444.0
Scenario 7,Camp 7,1.33,40.0,0.25,1.0,2174.4,1628.42,3639.757013172737,18385,3128.0
Scenario 70,Camp 1,2.0,30.0,0.75,2.0,428.4,2882.1,471.7432639254294,12226,410.0
Scenario 70,Camp 2,2.0,30.0,0.75,2.0,642.6,2860.68,707.0662999931241,12226,616.0
Scenario 70,Camp 3,2.0,30.0,0.75,2.0,1071.0,2817.84,1177.7120318438162,12226,1024.0
Scenario 70,Camp 4,2.0,30.0,0.75,2.0,4282.8,4500.96,4706.235236710256,12226,4096.0
Scenario 70,Camp 5,2.0,30.0,0.75,2.0,2483.6,742.52,2729.611945035076,12226,2376.0
Scenario 70,Camp 6,2.0,30.0,0.75,2.0,1698.4,2074.0,1866.9815078723655,12226,1624.0
Scenario 70,Camp 7,2.0,30.0,0.75,2.0,2174.4,1628.42,2389.921004429806,12226,2080.0
Scenario 71,Camp 1,2.0,40.0,0.75,2.0,428.4,2882.1,533.5084932201809,12226,410.0
Scenario 71,Camp 2,2.0,40.0,0.75,2.0,642.6,2860.68,799.6423164099059,12226,616.0
Scenario 71,Camp 3,2.0,40.0,0.75,2.0,1071.0,2817.84,1331.9095779512675,12226,1024.0
Scenario 71,Camp 4,2.0,40.0,0.75,2.0,4282.8,4500.96,5322.421456502039,12226,4096.0
Scenario 71,Camp 5,2.0,40.0,0.75,2.0,2483.6,742.52,3086.9993643442253,12226,2376.0
Scenario 71,Camp 6,2.0,40.0,0.75,2.0,1698.4,2074.0,2111.424936620562,12226,1624.0
Scenario 71,Camp 7,2.0,40.0,0.75,2.0,2174.4,1628.42,2702.8327725950503,12226,2080.0
Scenario 72,Camp 1,2.0,50.0,0.75,2.0,428.4,2882.1,581.417327076616,12226,410.0
Scenario 72,Camp 2,2.0,50.0,0.75,2.0,642.6,2860.68,871.4498534375244,12226,616.0
Scenario 72,Camp 3,2.0,50.0,0.75,2.0,1071.0,2817.84,1451.5144867629576,12226,1024.0
Scenario 72,Camp 4,2.0,50.0,0.75,2.0,4282.8,4500.96,5800.372620380223,12226,4096.0
Scenario 72,Camp 5,2.0,50.0,0.75,2.0,2483.6,742.52,3364.21058317341,12226,2376.0
Scenario 72,Camp 6,2.0,50.0,0.75,2.0,1698.4,2074.0,2301.0299902877045,12226,1624.0
Scenario 72,Camp 7,2.0,50.0,0.75,2.0,2174.4,1628.42,2945.5459962635314,12226,2080.0
Scenario 73,Camp 1,1.0,20.0,0.25,3.0,428.4,2882.1,342.4797957613005,24452,2040.0
Scenario 73,Camp 2,1.0,20.0,0.25,3.0,642.6,2860.68,513.5201959664673,24452,2282.0
Scenario 73,Camp 3,1.0,20.0,0.25,3.0,1071.0,2817.84,855.6009343953094,24452,2768.0
Scenario 73,Camp 4,1.0,20.0,0.25,3.0,4282.8,4500.96,3420.2479996749594,24452,7470.0
Scenario 73,Camp 5,1.0,20.0,0.25,3.0,2483.6,742.52,1983.5729413870913,24452,3334.0
Scenario 73,Camp 6,1.0,20.0,0.25,3.0,1698.4,2074.0,1356.5846859364729,24452,3116.0
Scenario 73,Camp 7,1.0,20.0,0.25,3.0,2174.4,1628.42,1736.6743579082724,24452,3442.0
Scenario 74,Camp 1,1.0,30.0,0.25,3.0,428.4,2882.1,516.3837018488213,24452,1686.0
Scenario 74,Camp 2,1.0,30.0,0.25,3.0,642.6,2860.68,774.2747544503778,24452,1978.0
Scenario 74,Camp 3,1.0,30.0,0.25,3.0,1071.0,2817.84,1290.0567661991254,24452,2562.0
Scenario 74,Camp 4,1.0,30.0,0.25,3.0,4282.8,4500.96,5156.976689346513,24452,7682.0
Scenario 74,Camp 5,1.0,30.0,0.25,3.0,2483.6,742.52,2990.788802836477,24452,3738.0
Scenario 74,Camp 6,1.0,30.0,0.25,3.0,1698.4,2074.0,2045.4293382128135,24452,3156.0
Scenario 74,Camp 7,1.0,30.0,0.25,3.0,2174.4,1628.42,2618.5204059968482,24452,3650.0
Scenario 75,Camp 1,1.0,40.0,0.25,3.0,428.4,2882.1,639.7704868280399,24452,1428.0
Scenario 75,Camp 2,1.0,40.0,0.25,3.0,642.6,2860.68,959.2830579660753,24452,1756.0
Scenario 75,Camp 3,1.0,40.0,0.25,3.0,1071.0,2817.84,1598.3080844574208,24452,2410.0
Scenario 75,Camp 4,1.0,40.0,0.25,3.0,4282.8,4500.96,6389.205304682495,24452,7836.0
Scenario 75,Camp 5,1.0,40.0,0.25,3.0,2483.6,742.52,3705.4198293630975,24452,4036.0
Scenario 75,Camp 6,1.0,40.0,0.25,3.0,1698.4,2074.0,2534.1723969899426,24452,3186.0
Scenario 75,Camp 7,1.0,40.0,0.25,3.0,2174.4,1628.42,3244.20013434935,24452,3800.0
Scenario 76,Camp 1,1.0,50.0,0.25,3.0,428.4,2882.1,735.4767126309029,24452,1242.0
Scenario 76,Camp 2,1.0,50.0,0.25,3.0,642.6,2860.68,1102.7866469011474,24452,1598.0
Scenario 76,Camp 3,1.0,50.0,0.25,3.0,1071.0,2817.84,1837.406382336139,24452,2310.0
Scenario 76,Camp 4,1.0,50.0,0.25,3.0,4282.8,4500.96,7344.996073685489,24452,8000.0
Scenario 76,Camp 5,1.0,50.0,0.25,3.0,2483.6,742.52,4259.730717696947,24452,4136.0
Scenario 76,Camp 6,1.0,50.0,0.25,3.0,1698.4,2074.0,2913.2709653721563,24452,3226.0
Scenario 76,Camp 7,1.0,50.0,0.25,3.0,2174.4,1628.42,3729.5150355526184,24452,3940.0
Scenario 77,Camp 1,1.33,20.0,0.25,3.0,428.4,2882.1,139.9668857809961,18385,1561.0
Scenario 77,Camp 2,1.33,20.0,0.25,3.0,642.6,2860.68,209.841955881567,18385,1741.0
Scenario 77,Camp 3,1.33,20.0,0.25,3.0,1071.0,2817.84,349.59205132756034,18385,2099.0
Scenario 77,Camp 4,1.33,20.0,0.25,3.0,4282.8,4500.96,1397.326119928052,18385,5601.0
Scenario 77,Camp 5,1.33,20.0,0.25,3.0,2483.6,742.52,810.4019335510172,18385,2471.0
Scenario 77,Camp 6,1.33,20.0,0.25,3.0,1698.4,2074.0,554.2587138681542,18385,2341.0
Scenario 77,Camp 7,1.33,20.0,0.25,3.0,2174.4,1628.42,709.5365706872385,18385,2571.0
Scenario 78,Camp 1,1.33,30.0,0.25,3.0,428.4,2882.1,270.7719589463496,18385,1295.0
Scenario 78,Camp 2,1.33,30.0,0.25,3.0,642.6,2860.68,405.9482865975144,18385,1511.0
Scenario 78,Camp 3,1.33,30.0,0.25,3.0,1071.0,2817.84,676.3008553190849,18385,1941.0
Scenario 78,Camp 4,1.33,30.0,0.25,3.0,4282.8,4500.96,2703.187462296112,18385,5757.0
Scenario 78,Camp 5,1.33,30.0,0.25,3.0,2483.6,742.52,1567.7573867354838,18385,2783.0
Scenario 78,Camp 6,1.33,30.0,0.25,3.0,1698.4,2074.0,1072.2373144172727,18385,2369.0
Scenario 78,Camp 7,1.33,30.0,0.25,3.0,2174.4,1628.42,1372.6290051896258,18385,2729.0
Scenario 79,Camp 1,1.33,40.0,0.25,3.0,428.4,2882.1,363.5796353232211,18385,1099.0
Scenario 79,Camp 2,1.33,40.0,0.25,3.0,642.6,2860.68,545.0879425459817,18385,1341.0
Scenario 79,Camp 3,1.33,40.0,0.25,3.0,1071.0,2817.84,908.1044407350007,18385,1825.0
Scenario 79,Camp 4,1.33,40.0,0.25,3.0,4282.8,4500.96,3629.7108296456177,18385,5875.0
Scenario 79,Camp 5,1.33,40.0,0.25,3.0,2483.6,742.52,2105.109632336461,18385,3011.0
Scenario 79,Camp 6,1.33,40.0,0.25,3.0,1698.4,2074.0,1439.748980185297,18385,2391.0
Scenario 79,Camp 7,1.33,40.0,0.25,3.0,2174.4,1628.42,1843.1005746787944,18385,2843.0
Scenario 8,Camp 1,1.33,50.0,0.25,1.0,428.4,2882.1,789.9846844834531,18385,616.0
Scenario 8,Camp 2,1.33,50.0,0.25,1.0,642.6,2860.68,1184.3653617318528,18385,925.0
Scenario 8,Camp 3,1.33,50.0,0.25,1.0,1071.0,2817.84,1973.1264636268913,18385,1540.0
Scenario 8,Camp 4,1.33,50.0,0.25,1.0,4282.8,4500.96,7886.624238386295,18385,6160.0
Scenario 8,Camp 5,1.33,50.0,0.25,1.0,2483.6,742.52,4573.975567212369,18385,3572.0
Scenario 8,Camp 6,1.33,50.0,0.25,1.0,1698.4,2074.0,3128.282041528339,18385,2444.0
Scenario 8,Camp 7,1.33,50.0,0.25,1.0,2174.4,1628.42,4004.683113410629,18385,3128.0
Scenario 80,Camp 1,1.33,50.0,0.25,3.0,428.4,2882.1,435.5668617758745,18385,945.0
Scenario 80,Camp 2,1.33,50.0,0.25,3.0,642.6,2860.68,653.0130443514907,18385,1209.0
Scenario 80,Camp 3,1.33,50.0,0.25,3.0,1071.0,2817.84,1087.9052702279266,18385,1735.0
Scenario 80,Camp 4,1.33,50.0,0.25,3.0,4282.8,4500.96,4348.378186300671,18385,5965.0
Scenario 80,Camp 5,1.33,50.0,0.25,3.0,2483.6,742.52,2521.9124152424597,18385,3189.0
Scenario 80,Camp 6,1.33,50.0,0.25,3.0,1698.4,2074.0,1724.8131746620777,18385,2407.0
Scenario 80,Camp 7,1.33,50.0,0.25,3.0,2174.4,1628.42,2208.0266749166863,18385,2935.0
Scenario 81,Camp 1,2.0,20.0,0.25,3.0,428.4,2882.1,-10.47522930980916,12226,1032.0
Scenario 81,Camp 2,2.0,20.0,0.25,3.0,642.6,2860.68,-15.700662195013551,12226,1160.0
Scenario 81,Camp 3,2.0,20.0,0.25,3.0,1071.0,2817.84,-26.15152040927791,12226,1408.0
Scenario 81,Camp 4,2.0,20.0,0.25,3.0,4282.8,4500.96,-104.50365073625477,12226,3742.0
Scenario 81,Camp 5,2.0,20.0,0.25,3.0,2483.6,742.52,-60.612017674843784,12226,1608.0
Scenario 81,Camp 6,2.0,20.0,0.25,3.0,1698.4,2074.0,-41.456997709728356,12226,1568.0
Scenario 81,Camp 7,2.0,20.0,0.25,3.0,2174.4,1628.42,-53.069057829067475,12226,1708.0
Scenario 82,Camp 1,2.0,30.0,0.25,3.0,428.4,2882.1,76.57797202417244,12226,852.0
Scenario 82,Camp 2,2.0,30.0,0.25,3.0,642.6,2860.68,114.77790459487646,12226,1004.0
Scenario 82,Camp 3,2.0,30.0,0.25,3.0,1071.0,2817.84,191.17771449795046,12226,1300.0
Scenario 82,Camp 4,2.0,30.0,0.25,3.0,4282.8,4500.96,763.9620485454174,12226,3848.0
Scenario 82,Camp 5,2.0,30.0,0.25,3.0,2483.6,742.52,443.0972589293506,12226,1822.0
Scenario 82,Camp 6,2.0,30.0,0.25,3.0,1698.4,2074.0,303.0666648842645,12226,1586.0
Scenario 82,Camp 7,2.0,30.0,0.25,3.0,2174.4,1628.42,387.9553091957617,12226,1814.0
Scenario 83,Camp 1,2.0,40.0,0.25,3.0,428.4,2882.1,138.34320131892392,12226,720.0
Scenario 83,Camp 2,2.0,40.0,0.25,3.0,642.6,2860.68,207.3539210116584,12226,890.0
Scenario 83,Camp 3,2.0,40.0,0.25,3.0,1071.0,2817.84,345.37526060540176,12226,1222.0
Scenario 83,Camp 4,2.0,40.0,0.25,3.0,4282.8,4500.96,1380.1482683372008,12226,3926.0
Scenario 83,Camp 5,2.0,40.0,0.25,3.0,2483.6,742.52,800.4846782384998,12226,1976.0
Scenario 83,Camp 6,2.0,40.0,0.25,3.0,1698.4,2074.0,547.5100936324613,12226,1600.0
Scenario 83,Camp 7,2.0,40.0,0.25,3.0,2174.4,1628.42,700.8670773610062,12226,1892.0
Scenario 84,Camp 1,2.0,50.0,0.25,3.0,428.4,2882.1,186.25203517535905,12226,616.0
Scenario 84,Camp 2,2.0,50.0,0.25,3.0,642.6,2860.68,279.1614580392769,12226,800.0
Scenario 84,Camp 3,2.0,50.0,0.25,3.0,1071.0,2817.84,464.9801694170918,12226,1160.0
Scenario 84,Camp 4,2.0,50.0,0.25,3.0,4282.8,4500.96,1858.0994322153847,12226,3986.0
Scenario 84,Camp 5,2.0,50.0,0.25,3.0,2483.6,742.52,1077.6958970676849,12226,2098.0
Scenario 84,Camp 6,2.0,50.0,0.25,3.0,1698.4,2074.0,737.1151472996036,12226,1612.0
Scenario 84,Camp 7,2.0,50.0,0.25,3.0,2174.4,1628.42,943.5803010294875,12226,1954.0
Scenario 85,Camp 1,1.0,20.0,0.5,3.0,428.4,2882.1,813.6743929155606,24452,1218.0
Scenario 85,Camp 2,1.0,20.0,0.5,3.0,642.6,2860.68,1220.0376164499858,24452,1608.0
Scenario 85,Camp 3,1.0,20.0,0.5,3.0,1071.0,2817.84,2032.7639162612368,24452,2382.0
Scenario 85,Camp 4,1.0,20.0,0.5,3.0,4282.8,4500.96,8125.933994354048,24452,7746.0
Scenario 85,Camp 5,1.0,20.0,0.5,3.0,2483.6,742.52,4712.635690812483,24452,4492.0
Scenario 85,Camp 6,1.0,20.0,0.5,3.0,1698.4,2074.0,3223.0170492662833,24452,3072.0
Scenario 85,Camp 7,1.0,20.0,0.5,3.0,2174.4,1628.42,4126.046182437926,24452,3934.0
Scenario 86,Camp 1,1.0,30.0,0.5,3.0,428.4,2882.1,987.5782990030812,24452,820.0
Scenario 86,Camp 2,1.0,30.0,0.5,3.0,642.6,2860.68,1480.792174933896,24452,1230.0
Scenario 86,Camp 3,1.0,30.0,0.5,3.0,1071.0,2817.84,2467.2197480650525,24452,2050.0
Scenario 86,Camp 4,1.0,30.0,0.5,3.0,4282.8,4500.96,9862.6626840256,24452,8192.0
Scenario 86,Camp 5,1.0,30.0,0.5,3.0,2483.6,742.52,5719.851552261867,24452,4750.0
Scenario 86,Camp 6,1.0,30.0,0.5,3.0,1698.4,2074.0,3911.861701542623,24452,3250.0
Scenario 86,Camp 7,1.0,30.0,0.5,3.0,2174.4,1628.42,5007.892230526501,24452,4160.0
Scenario 87,Camp 1,1.0,40.0,0.5,3.0,428.4,2882.1,1110.9650839823003,24452,820.0
Scenario 87,Camp 2,1.0,40.0,0.5,3.0,642.6,2860.68,1665.8004784495938,24452,1230.0
Scenario 87,Camp 3,1.0,40.0,0.5,3.0,1071.0,2817.84,2775.4710663233486,24452,2050.0
Scenario 87,Camp 4,1.0,40.0,0.5,3.0,4282.8,4500.96,11094.891299361583,24452,8192.0
Scenario 87,Camp 5,1.0,40.0,0.5,3.0,2483.6,742.52,6434.482578788489,24452,4750.0
Scenario 87,Camp 6,1.0,40.0,0.5,3.0,1698.4,2074.0,4400.604760319753,24452,3250.0
Scenario 87,Camp 7,1.0,40.0,0.5,3.0,2174.4,1628.42,5633.571958879004,24452,4160.0
Scenario 88,Camp 1,1.0,50.0,0.5,3.0,428.4,2882.1,1206.671309785163,24452,820.0
Scenario 88,Camp 2,1.0,50.0,0.5,3.0,642.6,2860.68,1809.3040673846658,24452,1230.0
Scenario 88,Camp 3,1.0,50.0,0.5,3.0,1071.0,2817.84,3014.5693642020665,24452,2050.0
Scenario 88,Camp 4,1.0,50.0,0.5,3.0,4282.8,4500.96,12050.682068364576,24452,8192.0
Scenario 88,Camp 5,1.0,50.0,0.5,3.0,2483.6,742.52,6988.793467122338,24452,4750.0
Scenario 88,Camp 6,1.0,50.0,0.5,3.0,1698.4,2074.0,4779.703328701967,24452,3250.0
Scenario 88,Camp 7,1.0,50.0,0.5,3.0,2174.4,1628.42,6118.886860082272,24452,4160.0
Scenario 89,Camp 1,1.33,20.0,0.5,3.0,428.4,2882.1,448.5185068468183,18385,917.0
Scenario 89,Camp 2,1.33,20.0,0.5,3.0,642.6,2860.68,672.4304838294485,18385,1185.0
Scenario 89,Camp 3,1.33,20.0,0.5,3.0,1071.0,2817.84,1120.2542943785552,18385,1719.0
Scenario 89,Camp 4,1.33,20.0,0.5,3.0,4282.8,4500.96,4477.677854952185,18385,5981.0
Scenario 89,Camp 5,1.33,20.0,0.5,3.0,2483.6,742.52,2596.9018539914387,18385,3221.0
Scenario 89,Camp 6,1.33,20.0,0.5,3.0,1698.4,2074.0,1776.1007495726913,18385,2411.0
Scenario 89,Camp 7,1.33,20.0,0.5,3.0,2174.4,1628.42,2273.6826747420637,18385,2951.0
Scenario 9,Camp 1,2.0,20.0,0.25,1.0,428.4,2882.1,225.39640265290552,12226,638.0
Scenario 9,Camp 2,2.0,20.0,0.25,1.0,642.6,2860.68,337.83248780154844,12226,814.0
Scenario 9,Camp 3,2.0,20.0,0.25,1.0,1071.0,2817.84,562.7044955126302,12226,1164.0
Scenario 9,Camp 4,2.0,20.0,0.25,1.0,4282.8,4500.96,2248.613967618873,12226,3966.0
Scenario 9,Camp 5,2.0,20.0,0.25,1.0,2483.6,742.52,1304.1939548426942,12226,2096.0
Scenario 9,Camp 6,2.0,20.0,0.25,1.0,1698.4,2074.0,892.0337562264542,12226,1604.0
Scenario 9,Camp 7,2.0,20.0,0.25,1.0,2174.4,1628.42,1141.8914443858355,12226,1944.0
Scenario 90,Camp 1,1.33,30.0,0.5,3.0,428.4,2882.1,579.3235800121718,18385,633.0
Scenario 90,Camp 2,1.33,30.0,0.5,3.0,642.6,2860.68,868.5368145453957,18385,939.0
Scenario 90,Camp 3,1.33,30.0,0.5,3.0,1071.0,2817.84,1446.9630983700795,18385,1551.0
Scenario 90,Camp 4,1.33,30.0,0.5,3.0,4282.8,4500.96,5783.539197320243,18385,6151.0
Scenario 90,Camp 5,1.33,30.0,0.5,3.0,2483.6,742.52,3354.2573071759048,18385,3551.0
Scenario 90,Camp 6,1.33,30.0,0.5,3.0,1698.4,2074.0,2294.0793501218095,18385,2443.0
Scenario 90,Camp 7,1.33,30.0,0.5,3.0,2174.4,1628.42,2936.7751092444505,18385,3117.0
Scenario 91,Camp 1,1.33,40.0,0.5,3.0,428.4,2882.1,672.1312563890433,18385,616.0
Scenario 91,Camp 2,1.33,40.0,0.5,3.0,642.6,2860.68,1007.6764704938631,18385,924.0
Scenario 91,Camp 3,1.33,40.0,0.5,3.0,1071.0,2817.84,1678.7666837859956,18385,1541.0
Scenario 91,Camp 4,1.33,40.0,0.5,3.0,4282.8,4500.96,6710.06256466975,18385,6160.0
Scenario 91,Camp 5,1.33,40.0,0.5,3.0,2483.6,742.52,3891.609552776882,18385,3572.0
Scenario 91,Camp 6,1.33,40.0,0.5,3.0,1698.4,2074.0,2661.591015889834,18385,2444.0
Scenario 91,Camp 7,1.33,40.0,0.5,3.0,2174.4,1628.42,3407.24667873362,18385,3128.0
Scenario 92,Camp 1,1.33,50.0,0.5,3.0,428.4,2882.1,744.1184828416967,18385,616.0
Scenario 92,Camp 2,1.33,50.0,0.5,3.0,642.6,2860.68,1115.6015722993723,18385,924.0
Scenario 92,Camp 3,1.33,50.0,0.5,3.0,1071.0,2817.84,1858.5675132789215,18385,1541.0
Scenario 92,Camp 4,1.33,50.0,0.5,3.0,4282.8,4500.96,7428.729921324803,18385,6160.0
Scenario 92,Camp 5,1.33,50.0,0.5,3.0,2483.6,742.52,4308.41233568288,18385,3572.0
Scenario 92,Camp 6,1.33,50.0,0.5,3.0,1698.4,2074.0,2946.655210366615,18385,2444.0
Scenario 92,Camp 7,1.33,50.0,0.5,3.0,2174.4,1628.42,3772.1727789715114,18385,3128.0
Scenario 93,Camp 1,2.0,20.0,0.5,3.0,428.4,2882.1,171.43929244593807,12226,648.0
Scenario 93,Camp 2,2.0,20.0,0.5,3.0,642.6,2860.68,256.95956986118233,12226,828.0
Scenario 93,Camp 3,2.0,20.0,0.5,3.0,1071.0,2817.84,428.0000010265926,12226,1180.0
Scenario 93,Camp 4,2.0,20.0,0.5,3.0,4282.8,4500.96,1710.3236034617507,12226,3968.0
Scenario 93,Camp 5,2.0,20.0,0.5,3.0,2483.6,742.52,991.9860574474832,12226,2060.0
Scenario 93,Camp 6,2.0,20.0,0.5,3.0,1698.4,2074.0,678.4919111635357,12226,1608.0
Scenario 93,Camp 7,2.0,20.0,0.5,3.0,2174.4,1628.42,868.5367599989702,12226,1934.0
Scenario 94,Camp 1,2.0,30.0,0.5,3.0,428.4,2882.1,258.4924937799197,12226,458.0
Scenario 94,Camp 2,2.0,30.0,0.5,3.0,642.6,2860.68,387.43813665107245,12226,664.0
Scenario 94,Camp 3,2.0,30.0,0.5,3.0,1071.0,2817.84,645.3292359338211,12226,1068.0
Scenario 94,Camp 4,2.0,30.0,0.5,3.0,4282.8,4500.96,2578.7893027434234,12226,4080.0
Scenario 94,Camp 5,2.0,30.0,0.5,3.0,2483.6,742.52,1495.695334051678,12226,2282.0
Scenario 94,Camp 6,2.0,30.0,0.5,3.0,1698.4,2074.0,1023.015573757529,12226,1628.0
Scenario 94,Camp 7,2.0,30.0,0.5,3.0,2174.4,1628.42,1309.5611270237996,12226,2046.0
Scenario 95,Camp 1,2.0,40.0,0.5,3.0,428.4,2882.1,320.2577230746711,12226,322.0
Scenario 95,Camp 2,2.0,40.0,0.5,3.0,642.6,2860.68,480.0141530678543,12226,546.0
Scenario 95,Camp 3,2.0,40.0,0.5,3.0,1071.0,2817.84,799.5267820412722,12226,986.0
Scenario 95,Camp 4,2.0,40.0,0.5,3.0,4282.8,4500.96,3194.975522535206,12226,4162.0
Scenario 95,Camp 5,2.0,40.0,0.5,3.0,2483.6,742.52,1853.0827533608267,12226,2440.0
Scenario 95,Camp 6,2.0,40.0,0.5,3.0,1698.4,2074.0,1267.4590025057255,12226,1644.0
Scenario 95,Camp 7,2.0,40.0,0.5,3.0,2174.4,1628.42,1622.4728951890438,12226,2126.0
Scenario 96,Camp 1,2.0,50.0,0.5,3.0,428.4,2882.1,368.1665569311063,12226,368.1665569311063
Scenario 96,Camp 2,2.0,50.0,0.5,3.0,642.6,2860.68,551.8216900954728,12226,551.8216900954728
Scenario 96,Camp 3,2.0,50.0,0.5,3.0,1071.0,2817.84,919.1316908529624,12226,919.1316908529624
Scenario 96,Camp 4,2.0,50.0,0.5,3.0,4282.8,4500.96,3672.9266864133906,12226,4114.880062120459
Scenario 96,Camp 5,2.0,50.0,0.5,3.0,2483.6,742.52,2130.293972190012,12226,2522.0
Scenario 96,Camp 6,2.0,50.0,0.5,3.0,1698.4,2074.0,1457.0640561728678,12226,1608.0
Scenario 96,Camp 7,2.0,50.0,0.5,3.0,2174.4,1628.42,1865.1861188575253,12226,2142.0
Scenario 97,Camp 1,1.0,20.0,0.75,3.0,428.4,2882.1,1284.8689900698207,24452,820.0
Scenario 97,Camp 2,1.0,20.0,0.75,3.0,642.6,2860.68,1926.555036933504,24452,1230.0
Scenario 97,Camp 3,1.0,20.0,0.75,3.0,1071.0,2817.84,3209.926898127164,24452,2050.0
Scenario 97,Camp 4,1.0,20.0,0.75,3.0,4282.8,4500.96,12831.619989033135,24452,8192.0
Scenario 97,Camp 5,1.0,20.0,0.75,3.0,2483.6,742.52,7441.698440237874,24452,4750.0
Scenario 97,Camp 6,1.0,20.0,0.75,3.0,1698.4,2074.0,5089.449412596093,24452,3250.0
Scenario 97,Camp 7,1.0,20.0,0.75,3.0,2174.4,1628.42,6515.4180069675795,24452,4160.0
Scenario 98,Camp 1,1.0,30.0,0.75,3.0,428.4,2882.1,1458.7728961573414,24452,820.0
Scenario 98,Camp 2,1.0,30.0,0.75,3.0,642.6,2860.68,2187.3095954174146,24452,1230.0
Scenario 98,Camp 3,1.0,30.0,0.75,3.0,1071.0,2817.84,3644.38272993098,24452,2050.0
Scenario 98,Camp 4,1.0,30.0,0.75,3.0,4282.8,4500.96,14568.34867870469,24452,8192.0
Scenario 98,Camp 5,1.0,30.0,0.75,3.0,2483.6,742.52,8448.91430168726,24452,4750.0
Scenario 98,Camp 6,1.0,30.0,0.75,3.0,1698.4,2074.0,5778.294064872433,24452,3250.0
Scenario 98,Camp 7,1.0,30.0,0.75,3.0,2174.4,1628.42,7397.2640550561555,24452,4160.0
Scenario 99,Camp 1,1.0,40.0,0.75,3.0,428.4,2882.1,1582.1596811365603,24452,820.0
Scenario 99,Camp 2,1.0,40.0,0.75,3.0,642.6,2860.68,2372.3178989331122,24452,1230.0
Scenario 99,Camp 3,1.0,40.0,0.75,3.0,1071.0,2817.84,3952.6340481892757,24452,2050.0
Scenario 99,Camp 4,1.0,40.0,0.75,3.0,4282.8,4500.96,15800.577294040671,24452,8192.0
Scenario 99,Camp 5,1.0,40.0,0.75,3.0,2483.6,742.52,9163.54532821388,24452,4750.0
Scenario 99,Camp 6,1.0,40.0,0.75,3.0,1698.4,2074.0,6267.037123649563,24452,3250.0
Scenario 99,Camp 7,1.0,40.0,0.75,3.0,2174.4,1628.42,8022.9437834086575,24452,4160.0
