Scenarios,Camps Name,Mu,delta_D,alpha,delta_R,lambda_C,lambda_S,omega,Supply,Optimal Allocated Aid
Scenario 33,Camp 7,2.0,20.0,0.75,1.0,2174.4,1628.42,2702.8327725950503,12226,2080.0
Scenario 34,Camp 1,2.0,30.0,0.75,1.0,428.4,2882.1,620.5616945541625,12226,410.0
Scenario 34,Camp 2,2.0,30.0,0.75,1.0,642.6,2860.68,930.120883199796,12226,616.0
Scenario 34,Camp 3,2.0,30.0,0.75,1.0,1071.0,2817.84,1549.238812858496,12226,1024.0
Scenario 34,Camp 4,2.0,30.0,0.75,1.0,4282.8,4500.96,6190.887155783712,12226,4096.0
Scenario 34,Camp 5,2.0,30.0,0.75,1.0,2483.6,742.52,3590.70864094842,12226,2376.0
Scenario 34,Camp 6,2.0,30.0,0.75,1.0,1698.4,2074.0,2455.948599214555,12226,1624.0
Scenario 34,Camp 7,2.0,30.0,0.75,1.0,2174.4,1628.42,3143.85713961988,12226,2080.0
Scenario 35,Camp 1,2.0,40.0,0.75,1.0,428.4,2882.1,682.326923848914,12226,410.0
Scenario 35,Camp 2,2.0,40.0,0.75,1.0,642.6,2860.68,1022.6968996165779,12226,616.0
Scenario 35,Camp 3,2.0,40.0,0.75,1.0,1071.0,2817.84,1703.4363589659472,12226,1024.0
Scenario 35,Camp 4,2.0,40.0,0.75,1.0,4282.8,4500.96,6807.073375575495,12226,4096.0
Scenario 35,Camp 5,2.0,40.0,0.75,1.0,2483.6,742.52,3948.0960602575688,12226,2376.0
Scenario 35,Camp 6,2.0,40.0,0.75,1.0,1698.4,2074.0,2700.392027962752,12226,1624.0
Scenario 35,Camp 7,2.0,40.0,0.75,1.0,2174.4,1628.42,3456.768907785124,12226,2080.0
Scenario 36,Camp 1,2.0,50.0,0.75,1.0,428.4,2882.1,730.2357577053491,12226,410.0
Scenario 36,Camp 2,2.0,50.0,0.75,1.0,642.6,2860.68,1094.5044366441964,12226,616.0
Scenario 36,Camp 3,2.0,50.0,0.75,1.0,1071.0,2817.84,1823.0412677776374,12226,1024.0
Scenario 36,Camp 4,2.0,50.0,0.75,1.0,4282.8,4500.96,7285.024539453679,12226,4096.0
Scenario 36,Camp 5,2.0,50.0,0.75,1.0,2483.6,742.52,4225.307279086754,12226,2376.0
Scenario 36,Camp 6,2.0,50.0,0.75,1.0,1698.4,2074.0,2889.997081629894,12226,1624.0
Scenario 36,Camp 7,2.0,50.0,0.75,1.0,2174.4,1628.42,3699.4821314536052,12226,2080.0
Scenario 37,Camp 1,1.0,20.0,0.25,2.0,428.4,2882.1,516.3837018488211,24452,1752.0
Scenario 37,Camp 2,1.0,20.0,0.25,2.0,642.6,2860.68,774.2747544503777,24452,2036.0
Scenario 37,Camp 3,1.0,20.0,0.25,2.0,1071.0,2817.84,1290.0567661991251,24452,2602.0
Scenario 37,Camp 4,1.0,20.0,0.25,2.0,4282.8,4500.96,5156.976689346512,24452,7646.0
Scenario 37,Camp 5,1.0,20.0,0.25,2.0,2483.6,742.52,2990.7888028364764,24452,3656.0
Scenario 37,Camp 6,1.0,20.0,0.25,2.0,1698.4,2074.0,2045.429338212813,24452,3150.0
Scenario 37,Camp 7,1.0,20.0,0.25,2.0,2174.4,1628.42,2618.520405996848,24452,3610.0
Scenario 38,Camp 1,1.0,30.0,0.25,2.0,428.4,2882.1,690.2876079363417,24452,1422.0
Scenario 38,Camp 2,1.0,30.0,0.25,2.0,642.6,2860.68,1035.029312934288,24452,1756.0
Scenario 38,Camp 3,1.0,30.0,0.25,2.0,1071.0,2817.84,1724.512598002941,24452,2424.0
Scenario 38,Camp 4,1.0,30.0,0.25,2.0,4282.8,4500.96,6893.705379018064,24452,7922.0
Scenario 38,Camp 5,1.0,30.0,0.25,2.0,2483.6,742.52,3998.0046642858615,24452,3864.0
Scenario 38,Camp 6,1.0,30.0,0.25,2.0,1698.4,2074.0,2734.273990489153,24452,3218.0
Scenario 38,Camp 7,1.0,30.0,0.25,2.0,2174.4,1628.42,3500.3664540854234,24452,3846.0
Scenario 39,Camp 1,1.0,40.0,0.25,2.0,428.4,2882.1,813.6743929155606,24452,1368.0
Scenario 39,Camp 2,1.0,40.0,0.25,2.0,642.6,2860.68,1220.0376164499855,24452,1750.0
Scenario 39,Camp 3,1.0,40.0,0.25,2.0,1071.0,2817.84,2032.7639162612365,24452,2514.0
Scenario 39,Camp 4,1.0,40.0,0.25,2.0,4282.8,4500.96,8125.933994354047,24452,7576.0
Scenario 39,Camp 5,1.0,40.0,0.25,2.0,2483.6,742.52,4712.635690812483,24452,4394.0
Scenario 39,Camp 6,1.0,40.0,0.25,2.0,1698.4,2074.0,3223.017049266283,24452,3004.0
Scenario 39,Camp 7,1.0,40.0,0.25,2.0,2174.4,1628.42,4126.046182437925,24452,3846.0
Scenario 4,Camp 1,1.0,50.0,0.25,1.0,428.4,2882.1,1206.6713097851627,24452,820.0
Scenario 4,Camp 2,1.0,50.0,0.25,1.0,642.6,2860.68,1809.3040673846656,24452,1230.0
Scenario 4,Camp 3,1.0,50.0,0.25,1.0,1071.0,2817.84,3014.569364202066,24452,2050.0
Scenario 4,Camp 4,1.0,50.0,0.25,1.0,4282.8,4500.96,12050.682068364575,24452,8192.0
Scenario 4,Camp 5,1.0,50.0,0.25,1.0,2483.6,742.52,6988.7934671223375,24452,4750.0
Scenario 4,Camp 6,1.0,50.0,0.25,1.0,1698.4,2074.0,4779.703328701966,24452,3250.0
Scenario 4,Camp 7,1.0,50.0,0.25,1.0,2174.4,1628.42,6118.886860082271,24452,4160.0
Scenario 40,Camp 1,1.0,50.0,0.25,2.0,428.4,2882.1,909.3806187184234,24452,1170.0
Scenario 40,Camp 2,1.0,50.0,0.25,2.0,642.6,2860.68,1363.5412053850578,24452,1216.0
Scenario 40,Camp 3,1.0,50.0,0.25,2.0,1071.0,2817.84,2271.8622141399546,24452,2024.0
Scenario 40,Camp 4,1.0,50.0,0.25,2.0,4282.8,4500.96,9081.72476335704,24452,8098.00000031048
Scenario 40,Camp 5,1.0,50.0,0.25,2.0,2483.6,742.52,5266.946579146333,24452,4693.999999999984
Scenario 40,Camp 6,1.0,50.0,0.25,2.0,1698.4,2074.0,3602.1156176484965,24452,3211.9999999999827
Scenario 40,Camp 7,1.0,50.0,0.25,2.0,2174.4,1628.42,4611.3610836411935,24452,4037.9999996895544
Scenario 41,Camp 1,1.33,20.0,0.25,2.0,428.4,2882.1,270.7719589463496,18385,1339.0
Scenario 41,Camp 2,1.33,20.0,0.25,2.0,642.6,2860.68,405.9482865975144,18385,1547.0
Scenario 41,Camp 3,1.33,20.0,0.25,2.0,1071.0,2817.84,676.3008553190849,18385,1965.0
Scenario 41,Camp 4,1.33,20.0,0.25,2.0,4282.8,4500.96,2703.187462296112,18385,5731.0
Scenario 41,Camp 5,1.33,20.0,0.25,2.0,2483.6,742.52,1567.7573867354838,18385,2735.0
Scenario 41,Camp 6,1.33,20.0,0.25,2.0,1698.4,2074.0,1072.2373144172727,18385,2365.0
Scenario 41,Camp 7,1.33,20.0,0.25,2.0,2174.4,1628.42,1372.6290051896258,18385,2703.0
Scenario 42,Camp 1,1.33,30.0,0.25,2.0,428.4,2882.1,401.5770321117031,18385,1071.0
Scenario 42,Camp 2,1.33,30.0,0.25,2.0,642.6,2860.68,602.0546173134618,18385,1317.0
Scenario 42,Camp 3,1.33,30.0,0.25,2.0,1071.0,2817.84,1003.0096593106092,18385,1807.0
Scenario 42,Camp 4,1.33,30.0,0.25,2.0,4282.8,4500.96,4009.0488046641703,18385,5891.0
Scenario 42,Camp 5,1.33,30.0,0.25,2.0,2483.6,742.52,2325.11283991995,18385,3045.0
Scenario 42,Camp 6,1.33,30.0,0.25,2.0,1698.4,2074.0,1590.215914966391,18385,2393.0
Scenario 42,Camp 7,1.33,30.0,0.25,2.0,2174.4,1628.42,2035.7214396920126,18385,2861.0
Scenario 43,Camp 1,1.33,40.0,0.25,2.0,428.4,2882.1,494.38470848857463,18385,875.0
Scenario 43,Camp 2,1.33,40.0,0.25,2.0,642.6,2860.68,741.1942732619291,18385,1147.0
Scenario 43,Camp 3,1.33,40.0,0.25,2.0,1071.0,2817.84,1234.8132447265252,18385,1693.0
Scenario 43,Camp 4,1.33,40.0,0.25,2.0,4282.8,4500.96,4935.572172013676,18385,6007.0
Scenario 43,Camp 5,1.33,40.0,0.25,2.0,2483.6,742.52,2862.465085520927,18385,3273.0
Scenario 43,Camp 6,1.33,40.0,0.25,2.0,1698.4,2074.0,1957.7275807344154,18385,2415.0
Scenario 43,Camp 7,1.33,40.0,0.25,2.0,2174.4,1628.42,2506.1930091811814,18385,2975.0
Scenario 44,Camp 1,1.33,50.0,0.25,2.0,428.4,2882.1,566.371934941228,18385,721.0
Scenario 44,Camp 2,1.33,50.0,0.25,2.0,642.6,2860.68,849.1193750674382,18385,1015.0
Scenario 44,Camp 3,1.33,50.0,0.25,2.0,1071.0,2817.84,1414.614074219451,18385,1603.0
Scenario 44,Camp 4,1.33,50.0,0.25,2.0,4282.8,4500.96,5654.23952866873,18385,6097.0
Scenario 44,Camp 5,1.33,50.0,0.25,2.0,2483.6,742.52,3279.267868426926,18385,3451.0
Scenario 44,Camp 6,1.33,50.0,0.25,2.0,1698.4,2074.0,2242.791775211196,18385,2431.0
Scenario 44,Camp 7,1.33,50.0,0.25,2.0,2174.4,1628.42,2871.119109419073,18385,3067.0
Scenario 45,Camp 1,2.0,20.0,0.25,2.0,428.4,2882.1,76.57797202417244,12226,874.0
Scenario 45,Camp 2,2.0,20.0,0.25,2.0,642.6,2860.68,114.77790459487646,12226,1022.0
Scenario 45,Camp 3,2.0,20.0,0.25,2.0,1071.0,2817.84,191.17771449795046,12226,1312.0
Scenario 45,Camp 4,2.0,20.0,0.25,2.0,4282.8,4500.96,763.9620485454174,12226,3834.0
Scenario 45,Camp 5,2.0,20.0,0.25,2.0,2483.6,742.52,443.0972589293506,12226,1800.0
Scenario 45,Camp 6,2.0,20.0,0.25,2.0,1698.4,2074.0,303.0666648842645,12226,1582.0
Scenario 45,Camp 7,2.0,20.0,0.25,2.0,2174.4,1628.42,387.9553091957617,12226,1802.0
Scenario 46,Camp 1,2.0,30.0,0.25,2.0,428.4,2882.1,163.63117335815406,12226,694.0
Scenario 46,Camp 2,2.0,30.0,0.25,2.0,642.6,2860.68,245.2564713847665,12226,864.0
Scenario 46,Camp 3,2.0,30.0,0.25,2.0,1071.0,2817.84,408.5069494051789,12226,1204.0
Scenario 46,Camp 4,2.0,30.0,0.25,2.0,4282.8,4500.96,1632.4277478270897,12226,3940.0
Scenario 46,Camp 5,2.0,30.0,0.25,2.0,2483.6,742.52,946.8065355335451,12226,2014.0
Scenario 46,Camp 6,2.0,30.0,0.25,2.0,1698.4,2074.0,647.5903274782574,12226,1602.0
Scenario 46,Camp 7,2.0,30.0,0.25,2.0,2174.4,1628.42,828.9796762205909,12226,1908.0
Scenario 47,Camp 1,2.0,40.0,0.25,2.0,428.4,2882.1,225.39640265290552,12226,562.0
Scenario 47,Camp 2,2.0,40.0,0.25,2.0,642.6,2860.68,337.83248780154844,12226,750.0
Scenario 47,Camp 3,2.0,40.0,0.25,2.0,1071.0,2817.84,562.7044955126302,12226,1126.0
Scenario 47,Camp 4,2.0,40.0,0.25,2.0,4282.8,4500.96,2248.613967618873,12226,4018.0
Scenario 47,Camp 5,2.0,40.0,0.25,2.0,2483.6,742.52,1304.1939548426942,12226,2168.0
Scenario 47,Camp 6,2.0,40.0,0.25,2.0,1698.4,2074.0,892.0337562264542,12226,1616.0
Scenario 47,Camp 7,2.0,40.0,0.25,2.0,2174.4,1628.42,1141.8914443858355,12226,1986.0
Scenario 48,Camp 1,2.0,50.0,0.25,2.0,428.4,2882.1,273.30523650934066,12226,458.0
Scenario 48,Camp 2,2.0,50.0,0.25,2.0,642.6,2860.68,409.640024829167,12226,662.0
Scenario 48,Camp 3,2.0,50.0,0.25,2.0,1071.0,2817.84,682.3094043243202,12226,1064.0
Scenario 48,Camp 4,2.0,50.0,0.25,2.0,4282.8,4500.96,2726.565131497057,12226,4078.0
Scenario 48,Camp 5,2.0,50.0,0.25,2.0,2483.6,742.52,1581.4051736718793,12226,2290.0
Scenario 48,Camp 6,2.0,50.0,0.25,2.0,1698.4,2074.0,1081.6388098935965,12226,1626.0
Scenario 48,Camp 7,2.0,50.0,0.25,2.0,2174.4,1628.42,1384.6046680543166,12226,2048.0
Scenario 49,Camp 1,1.0,20.0,0.5,2.0,428.4,2882.1,987.5782990030812,24452,820.0
Scenario 49,Camp 2,1.0,20.0,0.5,2.0,642.6,2860.68,1480.792174933896,24452,1230.0
Scenario 49,Camp 3,1.0,20.0,0.5,2.0,1071.0,2817.84,2467.2197480650525,24452,2050.0
Scenario 49,Camp 4,1.0,20.0,0.5,2.0,4282.8,4500.96,9862.6626840256,24452,8192.0
Scenario 49,Camp 5,1.0,20.0,0.5,2.0,2483.6,742.52,5719.851552261867,24452,4750.0
Scenario 49,Camp 6,1.0,20.0,0.5,2.0,1698.4,2074.0,3911.861701542623,24452,3250.0
Scenario 49,Camp 7,1.0,20.0,0.5,2.0,2174.4,1628.42,5007.892230526501,24452,4160.0
Scenario 5,Camp 1,1.33,20.0,0.25,1.0,428.4,2882.1,494.38470848857463,18385,1007.0
Scenario 5,Camp 2,1.33,20.0,0.25,1.0,642.6,2860.68,741.1942732619291,18385,1263.0
Scenario 5,Camp 3,1.33,20.0,0.25,1.0,1071.0,2817.84,1234.8132447265252,18385,1773.0
Scenario 5,Camp 4,1.33,20.0,0.25,1.0,4282.8,4500.96,4935.572172013676,18385,5929.0
Scenario 5,Camp 5,1.33,20.0,0.25,1.0,2483.6,742.52,2862.465085520927,18385,3115.0
Scenario 5,Camp 6,1.33,20.0,0.25,1.0,1698.4,2074.0,1957.7275807344154,18385,2401.0
Scenario 5,Camp 7,1.33,20.0,0.25,1.0,2174.4,1628.42,2506.1930091811814,18385,2897.0
Scenario 50,Camp 1,1.0,30.0,0.5,2.0,428.4,2882.1,1161.4822050906018,24452,820.0
Scenario 50,Camp 2,1.0,30.0,0.5,2.0,642.6,2860.68,1741.5467334178065,24452,1230.0
Scenario 50,Camp 3,1.0,30.0,0.5,2.0,1071.0,2817.84,2901.6755798688687,24452,2050.0
Scenario 50,Camp 4,1.0,30.0,0.5,2.0,4282.8,4500.96,11599.391373697154,24452,8192.0
Scenario 50,Camp 5,1.0,30.0,0.5,2.0,2483.6,742.52,6727.067413711253,24452,4750.0
Scenario 50,Camp 6,1.0,30.0,0.5,2.0,1698.4,2074.0,4600.706353818963,24452,3250.0
Scenario 50,Camp 7,1.0,30.0,0.5,2.0,2174.4,1628.42,5889.738278615077,24452,4160.0
Scenario 51,Camp 1,1.0,40.0,0.5,2.0,428.4,2882.1,1284.8689900698207,24452,820.0
Scenario 51,Camp 2,1.0,40.0,0.5,2.0,642.6,2860.68,1926.555036933504,24452,1230.0
Scenario 51,Camp 3,1.0,40.0,0.5,2.0,1071.0,2817.84,3209.926898127164,24452,2050.0
Scenario 51,Camp 4,1.0,40.0,0.5,2.0,4282.8,4500.96,12831.619989033135,24452,8192.0
Scenario 51,Camp 5,1.0,40.0,0.5,2.0,2483.6,742.52,7441.698440237874,24452,4750.0
Scenario 51,Camp 6,1.0,40.0,0.5,2.0,1698.4,2074.0,5089.449412596093,24452,3250.0
Scenario 51,Camp 7,1.0,40.0,0.5,2.0,2174.4,1628.42,6515.4180069675795,24452,4160.0
Scenario 52,Camp 1,1.0,50.0,0.5,2.0,428.4,2882.1,1380.5752158726834,24452,820.0
Scenario 52,Camp 2,1.0,50.0,0.5,2.0,642.6,2860.68,2070.058625868576,24452,1230.0
Scenario 52,Camp 3,1.0,50.0,0.5,2.0,1071.0,2817.84,3449.025196005882,24452,2050.0
Scenario 52,Camp 4,1.0,50.0,0.5,2.0,4282.8,4500.96,13787.410758036129,24452,8192.0
Scenario 52,Camp 5,1.0,50.0,0.5,2.0,2483.6,742.52,7996.009328571723,24452,4750.0
Scenario 52,Camp 6,1.0,50.0,0.5,2.0,1698.4,2074.0,5468.547980978306,24452,3250.0
Scenario 52,Camp 7,1.0,50.0,0.5,2.0,2174.4,1628.42,7000.732908170847,24452,4160.0
Scenario 53,Camp 1,1.33,20.0,0.5,2.0,428.4,2882.1,579.3235800121718,18385,693.0
Scenario 53,Camp 2,1.33,20.0,0.5,2.0,642.6,2860.68,868.5368145453958,18385,991.0
Scenario 53,Camp 3,1.33,20.0,0.5,2.0,1071.0,2817.84,1446.9630983700797,18385,1587.0
Scenario 53,Camp 4,1.33,20.0,0.5,2.0,4282.8,4500.96,5783.539197320244,18385,6113.0
Scenario 53,Camp 5,1.33,20.0,0.5,2.0,2483.6,742.52,3354.2573071759048,18385,3483.0
Scenario 53,Camp 6,1.33,20.0,0.5,2.0,1698.4,2074.0,2294.0793501218095,18385,2435.0
Scenario 53,Camp 7,1.33,20.0,0.5,2.0,2174.4,1628.42,2936.775109244451,18385,3083.0
Scenario 54,Camp 1,1.33,30.0,0.5,2.0,428.4,2882.1,710.1286531775253,18385,616.0
Scenario 54,Camp 2,1.33,30.0,0.5,2.0,642.6,2860.68,1064.6431452613433,18385,924.0
Scenario 54,Camp 3,1.33,30.0,0.5,2.0,1071.0,2817.84,1773.6719023616042,18385,1541.0
Scenario 54,Camp 4,1.33,30.0,0.5,2.0,4282.8,4500.96,7089.400539688303,18385,6160.0
Scenario 54,Camp 5,1.33,30.0,0.5,2.0,2483.6,742.52,4111.612760360372,18385,3572.0
Scenario 54,Camp 6,1.33,30.0,0.5,2.0,1698.4,2074.0,2812.057950670928,18385,2444.0
Scenario 54,Camp 7,1.33,30.0,0.5,2.0,2174.4,1628.42,3599.8675437468382,18385,3128.0
Scenario 55,Camp 1,1.33,40.0,0.5,2.0,428.4,2882.1,802.9363295543967,18385,616.0
Scenario 55,Camp 2,1.33,40.0,0.5,2.0,642.6,2860.68,1203.7828012098105,18385,924.0
Scenario 55,Camp 3,1.33,40.0,0.5,2.0,1071.0,2817.84,2005.47548777752,18385,1541.0
Scenario 55,Camp 4,1.33,40.0,0.5,2.0,4282.8,4500.96,8015.923907037809,18385,6160.0
Scenario 55,Camp 5,1.33,40.0,0.5,2.0,2483.6,742.52,4648.965005961348,18385,3572.0
Scenario 55,Camp 6,1.33,40.0,0.5,2.0,1698.4,2074.0,3179.569616438952,18385,2444.0
Scenario 55,Camp 7,1.33,40.0,0.5,2.0,2174.4,1628.42,4070.3391132360066,18385,3128.0
Scenario 56,Camp 1,1.33,50.0,0.5,2.0,428.4,2882.1,874.9235560070501,18385,616.0
Scenario 56,Camp 2,1.33,50.0,0.5,2.0,642.6,2860.68,1311.7079030153195,18385,924.0
Scenario 56,Camp 3,1.33,50.0,0.5,2.0,1071.0,2817.84,2185.276317270446,18385,1541.0
Scenario 56,Camp 4,1.33,50.0,0.5,2.0,4282.8,4500.96,8734.591263692862,18385,6160.0
Scenario 56,Camp 5,1.33,50.0,0.5,2.0,2483.6,742.52,5065.767788867347,18385,3572.0
Scenario 56,Camp 6,1.33,50.0,0.5,2.0,1698.4,2074.0,3464.6338109157327,18385,2444.0
Scenario 56,Camp 7,1.33,50.0,0.5,2.0,2174.4,1628.42,4435.265213473898,18385,3128.0
Scenario 57,Camp 1,2.0,20.0,0.5,2.0,428.4,2882.1,258.4924937799197,12226,490.0
Scenario 57,Camp 2,2.0,20.0,0.5,2.0,642.6,2860.68,387.4381366510724,12226,690.0
Scenario 57,Camp 3,2.0,20.0,0.5,2.0,1071.0,2817.84,645.329235933821,12226,1082.0
Scenario 57,Camp 4,2.0,20.0,0.5,2.0,4282.8,4500.96,2578.789302743423,12226,4060.0
Scenario 57,Camp 5,2.0,20.0,0.5,2.0,2483.6,742.52,1495.6953340516777,12226,2252.0
Scenario 57,Camp 6,2.0,20.0,0.5,2.0,1698.4,2074.0,1023.0155737575287,12226,1624.0
Scenario 57,Camp 7,2.0,20.0,0.5,2.0,2174.4,1628.42,1309.5611270237994,12226,2028.0
Scenario 58,Camp 1,2.0,30.0,0.5,2.0,428.4,2882.1,345.5456951139013,12226,345.5456951139013
Scenario 58,Camp 2,2.0,30.0,0.5,2.0,642.6,2860.68,517.9167034409625,12226,520.0
Scenario 58,Camp 3,2.0,30.0,0.5,2.0,1071.0,2817.84,862.6584708410494,12226,964.0
Scenario 58,Camp 4,2.0,30.0,0.5,2.0,4282.8,4500.96,3447.255002025095,12226,4156.454304886098
Scenario 58,Camp 5,2.0,30.0,0.5,2.0,2483.6,742.52,1999.4046106558721,12226,2468.0
Scenario 58,Camp 6,2.0,30.0,0.5,2.0,1698.4,2074.0,1367.5392363515216,12226,1638.0
Scenario 58,Camp 7,2.0,30.0,0.5,2.0,2174.4,1628.42,1750.5854940486286,12226,2134.0
Scenario 59,Camp 1,2.0,40.0,0.5,2.0,428.4,2882.1,407.31092440865274,12226,407.31092440865274
Scenario 59,Camp 2,2.0,40.0,0.5,2.0,642.6,2860.68,610.4927198577443,12226,610.4927198577443
Scenario 59,Camp 3,2.0,40.0,0.5,2.0,1071.0,2817.84,1016.8560169485006,12226,1016.8560169485006
Scenario 59,Camp 4,2.0,40.0,0.5,2.0,4282.8,4500.96,4063.441221816878,12226,4063.441221816878
Scenario 59,Camp 5,2.0,40.0,0.5,2.0,2483.6,742.52,2356.792029965021,12226,2452.4191896546317
Scenario 59,Camp 6,2.0,40.0,0.5,2.0,1698.4,2074.0,1611.9826650997184,12226,1611.9826650997184
Scenario 59,Camp 7,2.0,40.0,0.5,2.0,2174.4,1628.42,2063.497262213873,12226,2063.497262213873
Scenario 6,Camp 1,1.33,30.0,0.25,1.0,428.4,2882.1,625.1897816539281,18385,819.0
Scenario 6,Camp 2,1.33,30.0,0.25,1.0,642.6,2860.68,937.3006039778764,18385,1117.0
Scenario 6,Camp 3,1.33,30.0,0.25,1.0,1071.0,2817.84,1561.5220487180495,18385,1711.0
Scenario 6,Camp 4,1.33,30.0,0.25,1.0,4282.8,4500.96,6241.433514381736,18385,5934.0
Scenario 6,Camp 5,1.33,30.0,0.25,1.0,2483.6,742.52,3619.8205387053936,18385,3440.0
Scenario 6,Camp 6,1.33,30.0,0.25,1.0,1698.4,2074.0,2475.7061812835336,18385,2352.0
Scenario 6,Camp 7,1.33,30.0,0.25,1.0,2174.4,1628.42,3169.2854436835687,18385,3012.0
Scenario 60,Camp 1,2.0,50.0,0.5,2.0,428.4,2882.1,455.2197582650879,12226,410.0
Scenario 60,Camp 2,2.0,50.0,0.5,2.0,642.6,2860.68,682.300256885363,12226,616.0
Scenario 60,Camp 3,2.0,50.0,0.5,2.0,1071.0,2817.84,1136.4609257601908,12226,1024.0
Scenario 60,Camp 4,2.0,50.0,0.5,2.0,4282.8,4500.96,4541.392385695062,12226,4096.0
Scenario 60,Camp 5,2.0,50.0,0.5,2.0,2483.6,742.52,2634.0032487942062,12226,2376.0
Scenario 60,Camp 6,2.0,50.0,0.5,2.0,1698.4,2074.0,1801.5877187668607,12226,1624.0
Scenario 60,Camp 7,2.0,50.0,0.5,2.0,2174.4,1628.42,2306.2104858823545,12226,2080.0
Scenario 61,Camp 1,1.0,20.0,0.75,2.0,428.4,2882.1,1458.7728961573414,24452,820.0
Scenario 61,Camp 2,1.0,20.0,0.75,2.0,642.6,2860.68,2187.3095954174146,24452,1230.0
Scenario 61,Camp 3,1.0,20.0,0.75,2.0,1071.0,2817.84,3644.38272993098,24452,2050.0
Scenario 61,Camp 4,1.0,20.0,0.75,2.0,4282.8,4500.96,14568.34867870469,24452,8192.0
Scenario 61,Camp 5,1.0,20.0,0.75,2.0,2483.6,742.52,8448.91430168726,24452,4750.0
Scenario 61,Camp 6,1.0,20.0,0.75,2.0,1698.4,2074.0,5778.294064872433,24452,3250.0
Scenario 61,Camp 7,1.0,20.0,0.75,2.0,2174.4,1628.42,7397.2640550561555,24452,4160.0
Scenario 62,Camp 1,1.0,30.0,0.75,2.0,428.4,2882.1,1632.6768022448618,24452,820.0
Scenario 62,Camp 2,1.0,30.0,0.75,2.0,642.6,2860.68,2448.064153901325,24452,1230.0
Scenario 62,Camp 3,1.0,30.0,0.75,2.0,1071.0,2817.84,4078.838561734796,24452,2050.0
Scenario 62,Camp 4,1.0,30.0,0.75,2.0,4282.8,4500.96,16305.07736837624,24452,8192.0
Scenario 62,Camp 5,1.0,30.0,0.75,2.0,2483.6,742.52,9456.130163136644,24452,4750.0
Scenario 62,Camp 6,1.0,30.0,0.75,2.0,1698.4,2074.0,6467.138717148773,24452,3250.0
Scenario 62,Camp 7,1.0,30.0,0.75,2.0,2174.4,1628.42,8279.11010314473,24452,4160.0
Scenario 63,Camp 1,1.0,40.0,0.75,2.0,428.4,2882.1,1756.0635872240807,24452,820.0
Scenario 63,Camp 2,1.0,40.0,0.75,2.0,642.6,2860.68,2633.072457417022,24452,1230.0
Scenario 63,Camp 3,1.0,40.0,0.75,2.0,1071.0,2817.84,4387.089879993091,24452,2050.0
Scenario 63,Camp 4,1.0,40.0,0.75,2.0,4282.8,4500.96,17537.305983712224,24452,8192.0
Scenario 63,Camp 5,1.0,40.0,0.75,2.0,2483.6,742.52,10170.761189663264,24452,4750.0
Scenario 63,Camp 6,1.0,40.0,0.75,2.0,1698.4,2074.0,6955.881775925903,24452,3250.0
Scenario 63,Camp 7,1.0,40.0,0.75,2.0,2174.4,1628.42,8904.789831497232,24452,4160.0
Scenario 64,Camp 1,1.0,50.0,0.75,2.0,428.4,2882.1,1851.7698130269434,24452,820.0
Scenario 64,Camp 2,1.0,50.0,0.75,2.0,642.6,2860.68,2776.576046352094,24452,1230.0
Scenario 64,Camp 3,1.0,50.0,0.75,2.0,1071.0,2817.84,4626.188177871809,24452,2050.0
Scenario 64,Camp 4,1.0,50.0,0.75,2.0,4282.8,4500.96,18493.096752715217,24452,8192.0
Scenario 64,Camp 5,1.0,50.0,0.75,2.0,2483.6,742.52,10725.072077997114,24452,4750.0
Scenario 64,Camp 6,1.0,50.0,0.75,2.0,1698.4,2074.0,7334.980344308116,24452,3250.0
Scenario 64,Camp 7,1.0,50.0,0.75,2.0,2174.4,1628.42,9390.1047327005,24452,4160.0
Scenario 65,Camp 1,1.33,20.0,0.75,2.0,428.4,2882.1,825.749511774538,18385,616.0
Scenario 65,Camp 2,1.33,20.0,0.75,2.0,642.6,2860.68,1237.9849108748595,18385,924.0
Scenario 65,Camp 3,1.33,20.0,0.75,2.0,1071.0,2817.84,2062.4554450377495,18385,1538.0
Scenario 65,Camp 4,1.33,20.0,0.75,2.0,4282.8,4500.96,8243.673886734861,18385,6162.0
Scenario 65,Camp 5,1.33,20.0,0.75,2.0,2483.6,742.52,4781.05229845553,18385,3572.0
Scenario 65,Camp 6,1.33,20.0,0.75,2.0,1698.4,2074.0,3269.908163060328,18385,2444.0
Scenario 65,Camp 7,1.33,20.0,0.75,2.0,2174.4,1628.42,4185.98637500526,18385,3128.0
Scenario 66,Camp 1,1.33,30.0,0.75,2.0,428.4,2882.1,956.5545849398914,18385,616.0
Scenario 66,Camp 2,1.33,30.0,0.75,2.0,642.6,2860.68,1434.0912415908067,18385,924.0
Scenario 66,Camp 3,1.33,30.0,0.75,2.0,1071.0,2817.84,2389.164249029274,18385,1541.0
Scenario 66,Camp 4,1.33,30.0,0.75,2.0,4282.8,4500.96,9549.53522910292,18385,6160.0
Scenario 66,Camp 5,1.33,30.0,0.75,2.0,2483.6,742.52,5538.407751639996,18385,3572.0
Scenario 66,Camp 6,1.33,30.0,0.75,2.0,1698.4,2074.0,3787.886763609446,18385,2444.0
Scenario 66,Camp 7,1.33,30.0,0.75,2.0,2174.4,1628.42,4849.078809507647,18385,3128.0
Scenario 67,Camp 1,1.33,40.0,0.75,2.0,428.4,2882.1,1049.362261316763,18385,616.0
