Scenarios,Camps Name,Mu,delta_D,alpha,delta_R,lambda_C,lambda_S,omega,Supply,Optimal Allocated Aid
Scenario 67,Camp 4,1.33,40.0,0.75,2.0,4282.8,4500.96,10476.058596452425,16191,5426.0
Scenario 67,Camp 5,1.33,40.0,0.75,2.0,2483.6,742.52,6075.759997240973,16191,3146.0
Scenario 67,Camp 6,1.33,40.0,0.75,2.0,1698.4,2074.0,4155.39842937747,16191,2152.0
Scenario 67,Camp 7,1.33,40.0,0.75,2.0,2174.4,1628.42,5319.550378996815,16191,2754.0
Scenario 68,Camp 1,1.33,50.0,0.75,2.0,428.4,2882.1,1121.3494877694163,16191,543.0
Scenario 68,Camp 2,1.33,50.0,0.75,2.0,642.6,2860.68,1681.1559993447831,16191,814.0
Scenario 68,Camp 3,1.33,50.0,0.75,2.0,1071.0,2817.84,2800.7686639381154,16191,1356.0
Scenario 68,Camp 4,1.33,50.0,0.75,2.0,4282.8,4500.96,11194.725953107478,16191,5426.0
Scenario 68,Camp 5,1.33,50.0,0.75,2.0,2483.6,742.52,6492.562780146971,16191,3146.0
Scenario 68,Camp 6,1.33,50.0,0.75,2.0,1698.4,2074.0,4440.462623854251,16191,2152.0
Scenario 68,Camp 7,1.33,50.0,0.75,2.0,2174.4,1628.42,5684.476479234707,16191,2754.0
Scenario 69,Camp 1,2.0,20.0,0.75,2.0,428.4,2882.1,384.69006259144777,10767,362.0
Scenario 69,Camp 2,2.0,20.0,0.75,2.0,642.6,2860.68,576.5877332032339,10767,542.0
Scenario 69,Camp 3,2.0,20.0,0.75,2.0,1071.0,2817.84,960.3827969365877,10767,902.0
Scenario 69,Camp 4,2.0,20.0,0.75,2.0,4282.8,4500.96,3837.7695374285836,10767,3607.0
Scenario 69,Camp 5,2.0,20.0,0.75,2.0,2483.6,742.52,2225.9026684308815,10767,2092.0
Scenario 69,Camp 6,2.0,20.0,0.75,2.0,1698.4,2074.0,1522.4578452783724,10767,1430.0
Scenario 69,Camp 7,2.0,20.0,0.75,2.0,2174.4,1628.42,1948.8966374049764,10767,1832.0
Scenario 7,Camp 1,1.33,40.0,0.25,1.0,428.4,2882.1,717.9974580307996,16191,543.0
Scenario 7,Camp 2,1.33,40.0,0.25,1.0,642.6,2860.68,1076.4402599263437,16191,814.0
Scenario 7,Camp 3,1.33,40.0,0.25,1.0,1071.0,2817.84,1793.3256341339654,16191,1356.0
Scenario 7,Camp 4,1.33,40.0,0.25,1.0,4282.8,4500.96,7167.956881731242,16191,5426.0
Scenario 7,Camp 5,1.33,40.0,0.25,1.0,2483.6,742.52,4157.172784306371,16191,3146.0
Scenario 7,Camp 6,1.33,40.0,0.25,1.0,1698.4,2074.0,2843.2178470515582,16191,2152.0
Scenario 7,Camp 7,1.33,40.0,0.25,1.0,2174.4,1628.42,3639.757013172737,16191,2754.0
Scenario 70,Camp 1,2.0,30.0,0.75,2.0,428.4,2882.1,471.7432639254294,10767,362.0
Scenario 70,Camp 2,2.0,30.0,0.75,2.0,642.6,2860.68,707.0662999931241,10767,542.0
Scenario 70,Camp 3,2.0,30.0,0.75,2.0,1071.0,2817.84,1177.7120318438162,10767,902.0
Scenario 70,Camp 4,2.0,30.0,0.75,2.0,4282.8,4500.96,4706.235236710256,10767,3606.0
Scenario 70,Camp 5,2.0,30.0,0.75,2.0,2483.6,742.52,2729.611945035076,10767,2093.0
Scenario 70,Camp 6,2.0,30.0,0.75,2.0,1698.4,2074.0,1866.9815078723655,10767,1430.0
Scenario 70,Camp 7,2.0,30.0,0.75,2.0,2174.4,1628.42,2389.921004429806,10767,1832.0
Scenario 71,Camp 1,2.0,40.0,0.75,2.0,428.4,2882.1,533.5084932201809,10767,362.0
Scenario 71,Camp 2,2.0,40.0,0.75,2.0,642.6,2860.68,799.6423164099059,10767,542.0
Scenario 71,Camp 3,2.0,40.0,0.75,2.0,1071.0,2817.84,1331.9095779512675,10767,902.0
Scenario 71,Camp 4,2.0,40.0,0.75,2.0,4282.8,4500.96,5322.421456502039,10767,3607.0
Scenario 71,Camp 5,2.0,40.0,0.75,2.0,2483.6,742.52,3086.9993643442253,10767,2092.0
Scenario 71,Camp 6,2.0,40.0,0.75,2.0,1698.4,2074.0,2111.424936620562,10767,1430.0
Scenario 71,Camp 7,2.0,40.0,0.75,2.0,2174.4,1628.42,2702.8327725950503,10767,1832.0
Scenario 72,Camp 1,2.0,50.0,0.75,2.0,428.4,2882.1,581.417327076616,10767,362.0
Scenario 72,Camp 2,2.0,50.0,0.75,2.0,642.6,2860.68,871.4498534375244,10767,542.0
Scenario 72,Camp 3,2.0,50.0,0.75,2.0,1071.0,2817.84,1451.5144867629576,10767,902.0
Scenario 72,Camp 4,2.0,50.0,0.75,2.0,4282.8,4500.96,5800.372620380223,10767,3606.0
Scenario 72,Camp 5,2.0,50.0,0.75,2.0,2483.6,742.52,3364.21058317341,10767,2092.0
Scenario 72,Camp 6,2.0,50.0,0.75,2.0,1698.4,2074.0,2301.0299902877045,10767,1431.0
Scenario 72,Camp 7,2.0,50.0,0.75,2.0,2174.4,1628.42,2945.5459962635314,10767,1832.0
Scenario 73,Camp 1,1.0,20.0,0.25,3.0,428.4,2882.1,342.4797957613005,21534,1720.0
Scenario 73,Camp 2,1.0,20.0,0.25,3.0,642.6,2860.68,513.5201959664673,21534,1944.0
Scenario 73,Camp 3,1.0,20.0,0.25,3.0,1071.0,2817.84,855.6009343953094,21534,2394.0
Scenario 73,Camp 4,1.0,20.0,0.25,3.0,4282.8,4500.96,3420.2479996749594,21534,6624.0
Scenario 73,Camp 5,1.0,20.0,0.25,3.0,2483.6,742.52,1983.5729413870913,21534,3022.0
Scenario 73,Camp 6,1.0,20.0,0.25,3.0,1698.4,2074.0,1356.5846859364729,21534,2754.0
Scenario 73,Camp 7,1.0,20.0,0.25,3.0,2174.4,1628.42,1736.6743579082724,21534,3076.0
Scenario 74,Camp 1,1.0,30.0,0.25,3.0,428.4,2882.1,516.3837018488213,21534,1368.0
Scenario 74,Camp 2,1.0,30.0,0.25,3.0,642.6,2860.68,774.2747544503778,21534,1642.0
Scenario 74,Camp 3,1.0,30.0,0.25,3.0,1071.0,2817.84,1290.0567661991254,21534,2188.0
Scenario 74,Camp 4,1.0,30.0,0.25,3.0,4282.8,4500.96,5156.976689346513,21534,6834.0
Scenario 74,Camp 5,1.0,30.0,0.25,3.0,2483.6,742.52,2990.788802836477,21534,3428.0
Scenario 74,Camp 6,1.0,30.0,0.25,3.0,1698.4,2074.0,2045.4293382128135,21534,2792.0
Scenario 74,Camp 7,1.0,30.0,0.25,3.0,2174.4,1628.42,2618.5204059968482,21534,3282.0
Scenario 75,Camp 1,1.0,40.0,0.25,3.0,428.4,2882.1,639.7704868280399,21534,1126.0
Scenario 75,Camp 2,1.0,40.0,0.25,3.0,642.6,2860.68,959.2830579660753,21534,1436.0
Scenario 75,Camp 3,1.0,40.0,0.25,3.0,1071.0,2817.84,1598.3080844574208,21534,2054.0
Scenario 75,Camp 4,1.0,40.0,0.25,3.0,4282.8,4500.96,6389.205304682495,21534,7030.0
Scenario 75,Camp 5,1.0,40.0,0.25,3.0,2483.6,742.52,3705.4198293630975,21534,3598.0
Scenario 75,Camp 6,1.0,40.0,0.25,3.0,1698.4,2074.0,2534.1723969899426,21534,2838.0
Scenario 75,Camp 7,1.0,40.0,0.25,3.0,2174.4,1628.42,3244.20013434935,21534,3452.0
Scenario 76,Camp 1,1.0,50.0,0.25,3.0,428.4,2882.1,735.4767126309029,21534,1034.0
Scenario 76,Camp 2,1.0,50.0,0.25,3.0,642.6,2860.68,1102.7866469011474,21534,1380.0
Scenario 76,Camp 3,1.0,50.0,0.25,3.0,1071.0,2817.84,1837.406382336139,21534,2068.0
Scenario 76,Camp 4,1.0,50.0,0.25,3.0,4282.8,4500.96,7344.996073685489,21534,6864.0
Scenario 76,Camp 5,1.0,50.0,0.25,3.0,2483.6,742.52,4259.730717696947,21534,3980.0
Scenario 76,Camp 6,1.0,50.0,0.25,3.0,1698.4,2074.0,2913.2709653721563,21534,2722.0
Scenario 76,Camp 7,1.0,50.0,0.25,3.0,2174.4,1628.42,3729.5150355526184,21534,3486.0
Scenario 77,Camp 1,1.33,20.0,0.25,3.0,428.4,2882.1,139.9668857809961,16191,1321.0
Scenario 77,Camp 2,1.33,20.0,0.25,3.0,642.6,2860.68,209.841955881567,16191,1487.0
Scenario 77,Camp 3,1.33,20.0,0.25,3.0,1071.0,2817.84,349.59205132756034,16191,1817.0
Scenario 77,Camp 4,1.33,20.0,0.25,3.0,4282.8,4500.96,1397.326119928052,16191,4965.0
Scenario 77,Camp 5,1.33,20.0,0.25,3.0,2483.6,742.52,810.4019335510172,16191,2239.0
Scenario 77,Camp 6,1.33,20.0,0.25,3.0,1698.4,2074.0,554.2587138681542,16191,2067.0
Scenario 77,Camp 7,1.33,20.0,0.25,3.0,2174.4,1628.42,709.5365706872385,16191,2295.0
Scenario 78,Camp 1,1.33,30.0,0.25,3.0,428.4,2882.1,270.7719589463496,16191,1055.0
Scenario 78,Camp 2,1.33,30.0,0.25,3.0,642.6,2860.68,405.9482865975144,16191,1255.0
Scenario 78,Camp 3,1.33,30.0,0.25,3.0,1071.0,2817.84,676.3008553190849,16191,1659.0
Scenario 78,Camp 4,1.33,30.0,0.25,3.0,4282.8,4500.96,2703.187462296112,16191,5123.0
Scenario 78,Camp 5,1.33,30.0,0.25,3.0,2483.6,742.52,1567.7573867354838,16191,2549.0
Scenario 78,Camp 6,1.33,30.0,0.25,3.0,1698.4,2074.0,1072.2373144172727,16191,2097.0
Scenario 78,Camp 7,1.33,30.0,0.25,3.0,2174.4,1628.42,1372.6290051896258,16191,2453.0
Scenario 79,Camp 1,1.33,40.0,0.25,3.0,428.4,2882.1,363.5796353232211,16191,859.0
Scenario 79,Camp 2,1.33,40.0,0.25,3.0,642.6,2860.68,545.0879425459817,16191,1087.0
Scenario 79,Camp 3,1.33,40.0,0.25,3.0,1071.0,2817.84,908.1044407350007,16191,1545.0
Scenario 79,Camp 4,1.33,40.0,0.25,3.0,4282.8,4500.96,3629.7108296456177,16191,5237.0
Scenario 79,Camp 5,1.33,40.0,0.25,3.0,2483.6,742.52,2105.109632336461,16191,2777.0
Scenario 79,Camp 6,1.33,40.0,0.25,3.0,1698.4,2074.0,1439.748980185297,16191,2117.0
Scenario 79,Camp 7,1.33,40.0,0.25,3.0,2174.4,1628.42,1843.1005746787944,16191,2569.0
Scenario 8,Camp 1,1.33,50.0,0.25,1.0,428.4,2882.1,789.9846844834531,16191,543.0
Scenario 8,Camp 2,1.33,50.0,0.25,1.0,642.6,2860.68,1184.3653617318528,16191,814.0
Scenario 8,Camp 3,1.33,50.0,0.25,1.0,1071.0,2817.84,1973.1264636268913,16191,1356.0
Scenario 8,Camp 4,1.33,50.0,0.25,1.0,4282.8,4500.96,7886.624238386295,16191,5426.0
Scenario 8,Camp 5,1.33,50.0,0.25,1.0,2483.6,742.52,4573.975567212369,16191,3146.0
Scenario 8,Camp 6,1.33,50.0,0.25,1.0,1698.4,2074.0,3128.282041528339,16191,2152.0
Scenario 8,Camp 7,1.33,50.0,0.25,1.0,2174.4,1628.42,4004.683113410629,16191,2754.0
Scenario 80,Camp 1,1.33,50.0,0.25,3.0,428.4,2882.1,435.5668617758745,16191,705.0
Scenario 80,Camp 2,1.33,50.0,0.25,3.0,642.6,2860.68,653.0130443514907,16191,955.0
Scenario 80,Camp 3,1.33,50.0,0.25,3.0,1071.0,2817.84,1087.9052702279266,16191,1453.0
Scenario 80,Camp 4,1.33,50.0,0.25,3.0,4282.8,4500.96,4348.378186300671,16191,5329.0
Scenario 80,Camp 5,1.33,50.0,0.25,3.0,2483.6,742.52,2521.9124152424597,16191,2955.0
Scenario 80,Camp 6,1.33,50.0,0.25,3.0,1698.4,2074.0,1724.8131746620777,16191,2135.0
Scenario 80,Camp 7,1.33,50.0,0.25,3.0,2174.4,1628.42,2208.0266749166863,16191,2659.0
Scenario 81,Camp 1,2.0,20.0,0.25,3.0,428.4,2882.1,-10.47522930980916,10767,873.0
Scenario 81,Camp 2,2.0,20.0,0.25,3.0,642.6,2860.68,-15.700662195013551,10767,991.0
Scenario 81,Camp 3,2.0,20.0,0.25,3.0,1071.0,2817.84,-26.15152040927791,10767,1221.0
Scenario 81,Camp 4,2.0,20.0,0.25,3.0,4282.8,4500.96,-104.50365073625477,10767,3319.0
Scenario 81,Camp 5,2.0,20.0,0.25,3.0,2483.6,742.52,-60.612017674843784,10767,1453.0
Scenario 81,Camp 6,2.0,20.0,0.25,3.0,1698.4,2074.0,-41.456997709728356,10767,1385.0
Scenario 81,Camp 7,2.0,20.0,0.25,3.0,2174.4,1628.42,-53.069057829067475,10767,1525.0
Scenario 82,Camp 1,2.0,30.0,0.25,3.0,428.4,2882.1,76.57797202417244,10767,691.0
Scenario 82,Camp 2,2.0,30.0,0.25,3.0,642.6,2860.68,114.77790459487646,10767,835.0
Scenario 82,Camp 3,2.0,30.0,0.25,3.0,1071.0,2817.84,191.17771449795046,10767,1113.0
Scenario 82,Camp 4,2.0,30.0,0.25,3.0,4282.8,4500.96,763.9620485454174,10767,3425.0
Scenario 82,Camp 5,2.0,30.0,0.25,3.0,2483.6,742.52,443.0972589293506,10767,1667.0
Scenario 82,Camp 6,2.0,30.0,0.25,3.0,1698.4,2074.0,303.0666648842645,10767,1405.0
Scenario 82,Camp 7,2.0,30.0,0.25,3.0,2174.4,1628.42,387.9553091957617,10767,1631.0
Scenario 83,Camp 1,2.0,40.0,0.25,3.0,428.4,2882.1,138.34320131892392,10767,559.0
Scenario 83,Camp 2,2.0,40.0,0.25,3.0,642.6,2860.68,207.3539210116584,10767,721.0
Scenario 83,Camp 3,2.0,40.0,0.25,3.0,1071.0,2817.84,345.37526060540176,10767,1035.0
Scenario 83,Camp 4,2.0,40.0,0.25,3.0,4282.8,4500.96,1380.1482683372008,10767,3503.0
Scenario 83,Camp 5,2.0,40.0,0.25,3.0,2483.6,742.52,800.4846782384998,10767,1821.0
Scenario 83,Camp 6,2.0,40.0,0.25,3.0,1698.4,2074.0,547.5100936324613,10767,1419.0
Scenario 83,Camp 7,2.0,40.0,0.25,3.0,2174.4,1628.42,700.8670773610062,10767,1709.0
Scenario 84,Camp 1,2.0,50.0,0.25,3.0,428.4,2882.1,186.25203517535905,10767,457.0
Scenario 84,Camp 2,2.0,50.0,0.25,3.0,642.6,2860.68,279.1614580392769,10767,631.0
Scenario 84,Camp 3,2.0,50.0,0.25,3.0,1071.0,2817.84,464.9801694170918,10767,973.0
Scenario 84,Camp 4,2.0,50.0,0.25,3.0,4282.8,4500.96,1858.0994322153847,10767,3565.0
Scenario 84,Camp 5,2.0,50.0,0.25,3.0,2483.6,742.52,1077.6958970676849,10767,1941.0
Scenario 84,Camp 6,2.0,50.0,0.25,3.0,1698.4,2074.0,737.1151472996036,10767,1429.0
Scenario 84,Camp 7,2.0,50.0,0.25,3.0,2174.4,1628.42,943.5803010294875,10767,1771.0
Scenario 85,Camp 1,1.0,20.0,0.5,3.0,428.4,2882.1,813.6743929155606,21534,722.0
Scenario 85,Camp 2,1.0,20.0,0.5,3.0,642.6,2860.68,1220.0376164499858,21534,1082.0
Scenario 85,Camp 3,1.0,20.0,0.5,3.0,1071.0,2817.84,2032.7639162612368,21534,1804.0
Scenario 85,Camp 4,1.0,20.0,0.5,3.0,4282.8,4500.96,8125.933994354048,21534,7216.0
Scenario 85,Camp 5,1.0,20.0,0.5,3.0,2483.6,742.52,4712.635690812483,21534,4184.0
Scenario 85,Camp 6,1.0,20.0,0.5,3.0,1698.4,2074.0,3223.0170492662833,21534,2862.0
Scenario 85,Camp 7,1.0,20.0,0.5,3.0,2174.4,1628.42,4126.046182437926,21534,3664.0
Scenario 86,Camp 1,1.0,30.0,0.5,3.0,428.4,2882.1,987.5782990030812,21534,722.0
Scenario 86,Camp 2,1.0,30.0,0.5,3.0,642.6,2860.68,1480.792174933896,21534,1082.0
Scenario 86,Camp 3,1.0,30.0,0.5,3.0,1071.0,2817.84,2467.2197480650525,21534,1804.0
Scenario 86,Camp 4,1.0,30.0,0.5,3.0,4282.8,4500.96,9862.6626840256,21534,7216.0
Scenario 86,Camp 5,1.0,30.0,0.5,3.0,2483.6,742.52,5719.851552261867,21534,4184.0
Scenario 86,Camp 6,1.0,30.0,0.5,3.0,1698.4,2074.0,3911.861701542623,21534,2862.0
Scenario 86,Camp 7,1.0,30.0,0.5,3.0,2174.4,1628.42,5007.892230526501,21534,3664.0
Scenario 87,Camp 1,1.0,40.0,0.5,3.0,428.4,2882.1,1110.9650839823003,21534,722.0
Scenario 87,Camp 2,1.0,40.0,0.5,3.0,642.6,2860.68,1665.8004784495938,21534,1082.0
Scenario 87,Camp 3,1.0,40.0,0.5,3.0,1071.0,2817.84,2775.4710663233486,21534,1804.0
Scenario 87,Camp 4,1.0,40.0,0.5,3.0,4282.8,4500.96,11094.891299361583,21534,7216.0
Scenario 87,Camp 5,1.0,40.0,0.5,3.0,2483.6,742.52,6434.482578788489,21534,4184.0
Scenario 87,Camp 6,1.0,40.0,0.5,3.0,1698.4,2074.0,4400.604760319753,21534,2862.0
Scenario 87,Camp 7,1.0,40.0,0.5,3.0,2174.4,1628.42,5633.571958879004,21534,3664.0
Scenario 88,Camp 1,1.0,50.0,0.5,3.0,428.4,2882.1,1206.671309785163,21534,722.0
Scenario 88,Camp 2,1.0,50.0,0.5,3.0,642.6,2860.68,1809.3040673846658,21534,1082.0
Scenario 88,Camp 3,1.0,50.0,0.5,3.0,1071.0,2817.84,3014.5693642020665,21534,1804.0
Scenario 88,Camp 4,1.0,50.0,0.5,3.0,4282.8,4500.96,12050.682068364576,21534,7216.0
Scenario 88,Camp 5,1.0,50.0,0.5,3.0,2483.6,742.52,6988.793467122338,21534,4184.0
Scenario 88,Camp 6,1.0,50.0,0.5,3.0,1698.4,2074.0,4779.703328701967,21534,2862.0
Scenario 88,Camp 7,1.0,50.0,0.5,3.0,2174.4,1628.42,6118.886860082272,21534,3664.0
Scenario 89,Camp 1,1.33,20.0,0.5,3.0,428.4,2882.1,448.5185068468183,16191,677.0
Scenario 89,Camp 2,1.33,20.0,0.5,3.0,642.6,2860.68,672.4304838294485,16191,931.0
Scenario 89,Camp 3,1.33,20.0,0.5,3.0,1071.0,2817.84,1120.2542943785552,16191,1437.0
Scenario 89,Camp 4,1.33,20.0,0.5,3.0,4282.8,4500.96,4477.677854952185,16191,5345.0
Scenario 89,Camp 5,1.33,20.0,0.5,3.0,2483.6,742.52,2596.9018539914387,16191,2989.0
Scenario 89,Camp 6,1.33,20.0,0.5,3.0,1698.4,2074.0,1776.1007495726913,16191,2137.0
Scenario 89,Camp 7,1.33,20.0,0.5,3.0,2174.4,1628.42,2273.6826747420637,16191,2675.0
Scenario 9,Camp 1,2.0,20.0,0.25,1.0,428.4,2882.1,225.39640265290552,10767,479.0
Scenario 9,Camp 2,2.0,20.0,0.25,1.0,642.6,2860.68,337.83248780154844,10767,645.0
Scenario 9,Camp 3,2.0,20.0,0.25,1.0,1071.0,2817.84,562.7044955126302,10767,977.0
Scenario 9,Camp 4,2.0,20.0,0.25,1.0,4282.8,4500.96,2248.613967618873,10767,3545.0
Scenario 9,Camp 5,2.0,20.0,0.25,1.0,2483.6,742.52,1304.1939548426942,10767,1939.0
Scenario 9,Camp 6,2.0,20.0,0.25,1.0,1698.4,2074.0,892.0337562264542,10767,1421.0
Scenario 9,Camp 7,2.0,20.0,0.25,1.0,2174.4,1628.42,1141.8914443858355,10767,1761.0
Scenario 90,Camp 1,1.33,30.0,0.5,3.0,428.4,2882.1,579.3235800121718,16191,543.0
Scenario 90,Camp 2,1.33,30.0,0.5,3.0,642.6,2860.68,868.5368145453957,16191,814.0
Scenario 90,Camp 3,1.33,30.0,0.5,3.0,1071.0,2817.84,1446.9630983700795,16191,1356.0
Scenario 90,Camp 4,1.33,30.0,0.5,3.0,4282.8,4500.96,5783.539197320243,16191,5426.0
Scenario 90,Camp 5,1.33,30.0,0.5,3.0,2483.6,742.52,3354.2573071759048,16191,3146.0
Scenario 90,Camp 6,1.33,30.0,0.5,3.0,1698.4,2074.0,2294.0793501218095,16191,2152.0
Scenario 90,Camp 7,1.33,30.0,0.5,3.0,2174.4,1628.42,2936.7751092444505,16191,2754.0
Scenario 91,Camp 1,1.33,40.0,0.5,3.0,428.4,2882.1,672.1312563890433,16191,543.0
Scenario 91,Camp 2,1.33,40.0,0.5,3.0,642.6,2860.68,1007.6764704938631,16191,814.0
Scenario 91,Camp 3,1.33,40.0,0.5,3.0,1071.0,2817.84,1678.7666837859956,16191,1356.0
Scenario 91,Camp 4,1.33,40.0,0.5,3.0,4282.8,4500.96,6710.06256466975,16191,5426.0
Scenario 91,Camp 5,1.33,40.0,0.5,3.0,2483.6,742.52,3891.609552776882,16191,3146.0
Scenario 91,Camp 6,1.33,40.0,0.5,3.0,1698.4,2074.0,2661.591015889834,16191,2152.0
Scenario 91,Camp 7,1.33,40.0,0.5,3.0,2174.4,1628.42,3407.24667873362,16191,2754.0
Scenario 92,Camp 1,1.33,50.0,0.5,3.0,428.4,2882.1,744.1184828416967,16191,543.0
Scenario 92,Camp 2,1.33,50.0,0.5,3.0,642.6,2860.68,1115.6015722993723,16191,814.0
Scenario 92,Camp 3,1.33,50.0,0.5,3.0,1071.0,2817.84,1858.5675132789215,16191,1356.0
Scenario 92,Camp 4,1.33,50.0,0.5,3.0,4282.8,4500.96,7428.729921324803,16191,5426.0
Scenario 92,Camp 5,1.33,50.0,0.5,3.0,2483.6,742.52,4308.41233568288,16191,3146.0
Scenario 92,Camp 6,1.33,50.0,0.5,3.0,1698.4,2074.0,2946.655210366615,16191,2152.0
Scenario 92,Camp 7,1.33,50.0,0.5,3.0,2174.4,1628.42,3772.1727789715114,16191,2754.0
Scenario 93,Camp 1,2.0,20.0,0.5,3.0,428.4,2882.1,171.43929244593807,10767,489.0
Scenario 93,Camp 2,2.0,20.0,0.5,3.0,642.6,2860.68,256.95956986118233,10767,659.0
Scenario 93,Camp 3,2.0,20.0,0.5,3.0,1071.0,2817.84,428.0000010265926,10767,991.0
Scenario 93,Camp 4,2.0,20.0,0.5,3.0,4282.8,4500.96,1710.3236034617507,10767,3545.0
Scenario 93,Camp 5,2.0,20.0,0.5,3.0,2483.6,742.52,991.9860574474832,10767,1905.0
Scenario 93,Camp 6,2.0,20.0,0.5,3.0,1698.4,2074.0,678.4919111635357,10767,1427.0
Scenario 93,Camp 7,2.0,20.0,0.5,3.0,2174.4,1628.42,868.5367599989702,10767,1751.0
Scenario 94,Camp 1,2.0,30.0,0.5,3.0,428.4,2882.1,258.4924937799197,10767,299.0
Scenario 94,Camp 2,2.0,30.0,0.5,3.0,642.6,2860.68,387.43813665107245,10767,495.0
Scenario 94,Camp 3,2.0,30.0,0.5,3.0,1071.0,2817.84,645.3292359338211,10767,881.0
Scenario 94,Camp 4,2.0,30.0,0.5,3.0,4282.8,4500.96,2578.7893027434234,10767,3657.0
Scenario 94,Camp 5,2.0,30.0,0.5,3.0,2483.6,742.52,1495.695334051678,10767,2125.0
Scenario 94,Camp 6,2.0,30.0,0.5,3.0,1698.4,2074.0,1023.015573757529,10767,1447.0
Scenario 94,Camp 7,2.0,30.0,0.5,3.0,2174.4,1628.42,1309.5611270237996,10767,1863.0
Scenario 95,Camp 1,2.0,40.0,0.5,3.0,428.4,2882.1,320.2577230746711,10767,320.2577230746711
Scenario 95,Camp 2,2.0,40.0,0.5,3.0,642.6,2860.68,480.0141530678543,10767,480.0141530678543
Scenario 95,Camp 3,2.0,40.0,0.5,3.0,1071.0,2817.84,799.5267820412722,10767,799.5267820412722
Scenario 95,Camp 4,2.0,40.0,0.5,3.0,4282.8,4500.96,3194.975522535206,10767,3622.2013418162023
Scenario 95,Camp 5,2.0,40.0,0.5,3.0,2483.6,742.52,1853.0827533608267,10767,2241.0
Scenario 95,Camp 6,2.0,40.0,0.5,3.0,1698.4,2074.0,1267.4590025057255,10767,1411.0
Scenario 95,Camp 7,2.0,40.0,0.5,3.0,2174.4,1628.42,1622.4728951890438,10767,1893.0
Scenario 96,Camp 1,2.0,50.0,0.5,3.0,428.4,2882.1,368.1665569311063,10767,362.0
Scenario 96,Camp 2,2.0,50.0,0.5,3.0,642.6,2860.68,551.8216900954728,10767,542.0
Scenario 96,Camp 3,2.0,50.0,0.5,3.0,1071.0,2817.84,919.1316908529624,10767,902.0
Scenario 96,Camp 4,2.0,50.0,0.5,3.0,4282.8,4500.96,3672.9266864133906,10767,3607.0
Scenario 96,Camp 5,2.0,50.0,0.5,3.0,2483.6,742.52,2130.293972190012,10767,2092.0
Scenario 96,Camp 6,2.0,50.0,0.5,3.0,1698.4,2074.0,1457.0640561728678,10767,1430.0
Scenario 96,Camp 7,2.0,50.0,0.5,3.0,2174.4,1628.42,1865.1861188575253,10767,1832.0
Scenario 97,Camp 1,1.0,20.0,0.75,3.0,428.4,2882.1,1284.8689900698207,21534,722.0
Scenario 97,Camp 2,1.0,20.0,0.75,3.0,642.6,2860.68,1926.555036933504,21534,1082.0
Scenario 97,Camp 3,1.0,20.0,0.75,3.0,1071.0,2817.84,3209.926898127164,21534,1804.0
Scenario 97,Camp 4,1.0,20.0,0.75,3.0,4282.8,4500.96,12831.619989033135,21534,7216.0
Scenario 97,Camp 5,1.0,20.0,0.75,3.0,2483.6,742.52,7441.698440237874,21534,4184.0
Scenario 97,Camp 6,1.0,20.0,0.75,3.0,1698.4,2074.0,5089.449412596093,21534,2862.0
Scenario 97,Camp 7,1.0,20.0,0.75,3.0,2174.4,1628.42,6515.4180069675795,21534,3664.0
Scenario 98,Camp 1,1.0,30.0,0.75,3.0,428.4,2882.1,1458.7728961573414,21534,722.0
Scenario 98,Camp 2,1.0,30.0,0.75,3.0,642.6,2860.68,2187.3095954174146,21534,1082.0
Scenario 98,Camp 3,1.0,30.0,0.75,3.0,1071.0,2817.84,3644.38272993098,21534,1804.0
Scenario 98,Camp 4,1.0,30.0,0.75,3.0,4282.8,4500.96,14568.34867870469,21534,7216.0
Scenario 98,Camp 5,1.0,30.0,0.75,3.0,2483.6,742.52,8448.91430168726,21534,4184.0
Scenario 98,Camp 6,1.0,30.0,0.75,3.0,1698.4,2074.0,5778.294064872433,21534,2862.0
Scenario 98,Camp 7,1.0,30.0,0.75,3.0,2174.4,1628.42,7397.2640550561555,21534,3664.0
Scenario 99,Camp 1,1.0,40.0,0.75,3.0,428.4,2882.1,1582.1596811365603,21534,722.0
Scenario 99,Camp 2,1.0,40.0,0.75,3.0,642.6,2860.68,2372.3178989331122,21534,1082.0
Scenario 99,Camp 3,1.0,40.0,0.75,3.0,1071.0,2817.84,3952.6340481892757,21534,1804.0
Scenario 99,Camp 4,1.0,40.0,0.75,3.0,4282.8,4500.96,15800.577294040671,21534,7216.0
Scenario 99,Camp 5,1.0,40.0,0.75,3.0,2483.6,742.52,9163.54532821388,21534,4184.0
Scenario 99,Camp 6,1.0,40.0,0.75,3.0,1698.4,2074.0,6267.037123649563,21534,2862.0
Scenario 99,Camp 7,1.0,40.0,0.75,3.0,2174.4,1628.42,8022.9437834086575,21534,3664.0
