Scenarios,Camps Name,Mu,delta_D,alpha,delta_R,lambda_C,lambda_S,omega,Supply,Optimal Allocated Aid
Scenario 14,Camp 4,1,30,0.5,1,4282.8,4500.96,14568.34868,37860,12648
Scenario 14,Camp 5,1,30,0.5,1,2483.6,742.52,8448.914302,37860,7336
Scenario 14,Camp 6,1,30,0.5,1,1698.4,2074,5778.294065,37860,5016
Scenario 14,Camp 7,1,30,0.5,1,2174.4,1628.42,7397.264055,37860,6527.999999
Scenario 15,Camp 1,1,40,0.5,1,428.4,2882.1,1582.159681,22716,762
Scenario 15,Camp 2,1,40,0.5,1,642.6,2860.68,2372.317899,22716,1142
Scenario 15,Camp 3,1,40,0.5,1,1071,2817.84,3952.634048,22716,1904
Scenario 15,Camp 4,1,40,0.5,1,4282.8,4500.96,15800.57729,22716,7612
Scenario 15,Camp 5,1,40,0.5,1,2483.6,742.52,9163.545328,22716,4414
Scenario 15,Camp 6,1,40,0.5,1,1698.4,2074,6267.037124,22716,3018
Scenario 15,Camp 7,1,40,0.5,1,2174.4,1628.42,8022.943783,22716,3864
Scenario 15,Camp 1,1,40,0.5,1,428.4,2882.1,1582.159681,30288,1016
Scenario 15,Camp 2,1,40,0.5,1,642.6,2860.68,2372.317899,30288,1524
Scenario 15,Camp 3,1,40,0.5,1,1071,2817.84,3952.634048,30288,2538
Scenario 15,Camp 4,1,40,0.5,1,4282.8,4500.96,15800.57729,30288,10148
Scenario 15,Camp 5,1,40,0.5,1,2483.6,742.52,9163.545328,30288,5886
Scenario 15,Camp 6,1,40,0.5,1,1698.4,2074,6267.037124,30288,4024
Scenario 15,Camp 7,1,40,0.5,1,2174.4,1628.42,8022.943783,30288,5152
Scenario 15,Camp 1,1,40,0.5,1,428.4,2882.1,1582.159681,37860,1270
Scenario 15,Camp 2,1,40,0.5,1,642.6,2860.68,2372.317899,37860,1904
Scenario 15,Camp 3,1,40,0.5,1,1071,2817.84,3952.634048,37860,3172
Scenario 15,Camp 4,1,40,0.5,1,4282.8,4500.96,15800.57729,37860,12686
Scenario 15,Camp 5,1,40,0.5,1,2483.6,742.52,9163.545328,37860,7356
Scenario 15,Camp 6,1,40,0.5,1,1698.4,2074,6267.037124,37860,5032
Scenario 15,Camp 7,1,40,0.5,1,2174.4,1628.42,8022.943783,37860,6440
Scenario 16,Camp 1,1,50,0.5,1,428.4,2882.1,1677.865907,22716,762
Scenario 16,Camp 2,1,50,0.5,1,642.6,2860.68,2515.821488,22716,1142
Scenario 16,Camp 3,1,50,0.5,1,1071,2817.84,4191.732346,22716,1904
Scenario 16,Camp 4,1,50,0.5,1,4282.8,4500.96,16756.36806,22716,7612
Scenario 16,Camp 5,1,50,0.5,1,2483.6,742.52,9717.856217,22716,4414
Scenario 16,Camp 6,1,50,0.5,1,1698.4,2074,6646.135692,22716,3018
Scenario 16,Camp 7,1,50,0.5,1,2174.4,1628.42,8508.258685,22716,3864
Scenario 16,Camp 1,1,50,0.5,1,428.4,2882.1,1677.865907,30288,1016
Scenario 16,Camp 2,1,50,0.5,1,642.6,2860.68,2515.821488,30288,1524
Scenario 16,Camp 3,1,50,0.5,1,1071,2817.84,4191.732346,30288,2538
Scenario 16,Camp 4,1,50,0.5,1,4282.8,4500.96,16756.36806,30288,10148
Scenario 16,Camp 5,1,50,0.5,1,2483.6,742.52,9717.856217,30288,5886
Scenario 16,Camp 6,1,50,0.5,1,1698.4,2074,6646.135692,30288,4024
Scenario 16,Camp 7,1,50,0.5,1,2174.4,1628.42,8508.258685,30288,5152
Scenario 16,Camp 1,1,50,0.5,1,428.4,2882.1,1677.865907,37860,1270
Scenario 16,Camp 2,1,50,0.5,1,642.6,2860.68,2515.821488,37860,1904
Scenario 16,Camp 3,1,50,0.5,1,1071,2817.84,4191.732346,37860,3172
Scenario 16,Camp 4,1,50,0.5,1,4282.8,4500.96,16756.36806,37860,12686
Scenario 16,Camp 5,1,50,0.5,1,2483.6,742.52,9717.856217,37860,7356
Scenario 16,Camp 6,1,50,0.5,1,1698.4,2074,6646.135692,37860,5032
Scenario 16,Camp 7,1,50,0.5,1,2174.4,1628.42,8508.258685,37860,6440
Scenario 17,Camp 1,2,20,0.5,1,428.4,2882.1,407.3109244,11358,380
Scenario 17,Camp 2,2,20,0.5,1,642.6,2860.68,610.4927199,11358,572
Scenario 17,Camp 3,2,20,0.5,1,1071,2817.84,1016.856017,11358,952
Scenario 17,Camp 4,2,20,0.5,1,4282.8,4500.96,4063.441222,11358,3806
Scenario 17,Camp 5,2,20,0.5,1,2483.6,742.52,2356.79203,11358,2206
Scenario 17,Camp 6,2,20,0.5,1,1698.4,2074,1611.982665,11358,1510
Scenario 17,Camp 7,2,20,0.5,1,2174.4,1628.42,2063.497262,11358,1932
Scenario 17,Camp 1,2,20,0.5,1,428.4,2882.1,407.3109244,15144,572
Scenario 17,Camp 2,2,20,0.5,1,642.6,2860.68,610.4927199,15144,818
Scenario 17,Camp 3,2,20,0.5,1,1071,2817.84,1016.856017,15144,1312
Scenario 17,Camp 4,2,20,0.5,1,4282.8,4500.96,4063.441222,15144,5040
Scenario 17,Camp 5,2,20,0.5,1,2483.6,742.52,2356.79203,15144,2856
Scenario 17,Camp 6,2,20,0.5,1,1698.4,2074,1611.982665,15144,2008
Scenario 17,Camp 7,2,20,0.5,1,2174.4,1628.42,2063.497262,15144,2538
Scenario 17,Camp 1,2,20,0.5,1,428.4,2882.1,407.3109244,18930,986
Scenario 17,Camp 2,2,20,0.5,1,642.6,2860.68,610.4927199,18930,1256
Scenario 17,Camp 3,2,20,0.5,1,1071,2817.84,1016.856017,18930,1798
Scenario 17,Camp 4,2,20,0.5,1,4282.8,4500.96,4063.441222,18930,6138
Scenario 17,Camp 5,2,20,0.5,1,2483.6,742.52,2356.79203,18930,3260
Scenario 17,Camp 6,2,20,0.5,1,1698.4,2074,1611.982665,18930,2480
Scenario 17,Camp 7,2,20,0.5,1,2174.4,1628.42,2063.497262,18930,3012
Scenario 18,Camp 1,2,30,0.5,1,428.4,2882.1,494.3641257,11358,380
Scenario 18,Camp 2,2,30,0.5,1,642.6,2860.68,740.9712866,11358,572
Scenario 18,Camp 3,2,30,0.5,1,1071,2817.84,1234.185252,11358,952
Scenario 18,Camp 4,2,30,0.5,1,4282.8,4500.96,4931.906921,11358,3806
Scenario 18,Camp 5,2,30,0.5,1,2483.6,742.52,2860.501307,11358,2206
Scenario 18,Camp 6,2,30,0.5,1,1698.4,2074,1956.506328,11358,1510
Scenario 18,Camp 7,2,30,0.5,1,2174.4,1628.42,2504.521629,11358,1932
Scenario 18,Camp 1,2,30,0.5,1,428.4,2882.1,494.3641257,15144,494.3641257
Scenario 18,Camp 2,2,30,0.5,1,642.6,2860.68,740.9712866,15144,740.9712866
Scenario 18,Camp 3,2,30,0.5,1,1071,2817.84,1234.185252,15144,1234.185252
Scenario 18,Camp 4,2,30,0.5,1,4282.8,4500.96,4931.906921,15144,5048.479336
Scenario 18,Camp 5,2,30,0.5,1,2483.6,742.52,2860.501307,15144,3038
Scenario 18,Camp 6,2,30,0.5,1,1698.4,2074,1956.506328,15144,1984
Scenario 18,Camp 7,2,30,0.5,1,2174.4,1628.42,2504.521629,15144,2604
Scenario 18,Camp 1,2,30,0.5,1,428.4,2882.1,494.3641257,18930,796
Scenario 18,Camp 2,2,30,0.5,1,642.6,2860.68,740.9712866,18930,1092
Scenario 18,Camp 3,2,30,0.5,1,1071,2817.84,1234.185252,18930,1686
Scenario 18,Camp 4,2,30,0.5,1,4282.8,4500.96,4931.906921,18930,6252
Scenario 18,Camp 5,2,30,0.5,1,2483.6,742.52,2860.501307,18930,3480
Scenario 18,Camp 6,2,30,0.5,1,1698.4,2074,1956.506328,18930,2500
Scenario 18,Camp 7,2,30,0.5,1,2174.4,1628.42,2504.521629,18930,3124
Scenario 19,Camp 1,2,40,0.5,1,428.4,2882.1,556.129355,11358,380
Scenario 19,Camp 2,2,40,0.5,1,642.6,2860.68,833.5473031,11358,572
Scenario 19,Camp 3,2,40,0.5,1,1071,2817.84,1388.382798,11358,952
Scenario 19,Camp 4,2,40,0.5,1,4282.8,4500.96,5548.093141,11358,3806
Scenario 19,Camp 5,2,40,0.5,1,2483.6,742.52,3217.888726,11358,2206
Scenario 19,Camp 6,2,40,0.5,1,1698.4,2074,2200.949756,11358,1510
Scenario 19,Camp 7,2,40,0.5,1,2174.4,1628.42,2817.433397,11358,1932
Scenario 19,Camp 1,2,40,0.5,1,428.4,2882.1,556.129355,15144,508
Scenario 19,Camp 2,2,40,0.5,1,642.6,2860.68,833.5473031,15144,762
Scenario 19,Camp 3,2,40,0.5,1,1071,2817.84,1388.382798,15144,1270
Scenario 19,Camp 4,2,40,0.5,1,4282.8,4500.96,5548.093141,15144,5074
Scenario 19,Camp 5,2,40,0.5,1,2483.6,742.52,3217.888726,15144,2942
Scenario 19,Camp 6,2,40,0.5,1,1698.4,2074,2200.949756,15144,2012
Scenario 19,Camp 7,2,40,0.5,1,2174.4,1628.42,2817.433397,15144,2576
Scenario 19,Camp 1,2,40,0.5,1,428.4,2882.1,556.129355,18930,660
Scenario 19,Camp 2,2,40,0.5,1,642.6,2860.68,833.5473031,18930,976
Scenario 19,Camp 3,2,40,0.5,1,1071,2817.84,1388.382798,18930,1604
Scenario 19,Camp 4,2,40,0.5,1,4282.8,4500.96,5548.093141,18930,6332
Scenario 19,Camp 5,2,40,0.5,1,2483.6,742.52,3217.888726,18930,3638
Scenario 19,Camp 6,2,40,0.5,1,1698.4,2074,2200.949756,18930,2516
Scenario 19,Camp 7,2,40,0.5,1,2174.4,1628.42,2817.433397,18930,3204
Scenario 2,Camp 1,1,30,0.25,1,428.4,2882.1,987.578299,22716,762
Scenario 2,Camp 2,1,30,0.25,1,642.6,2860.68,1480.792175,22716,1142
Scenario 2,Camp 3,1,30,0.25,1,1071,2817.84,2467.219748,22716,1904
Scenario 2,Camp 4,1,30,0.25,1,4282.8,4500.96,9862.662684,22716,7612
Scenario 2,Camp 5,1,30,0.25,1,2483.6,742.52,5719.851552,22716,4414
Scenario 2,Camp 6,1,30,0.25,1,1698.4,2074,3911.861702,22716,3018
Scenario 2,Camp 7,1,30,0.25,1,2174.4,1628.42,5007.892231,22716,3864
Scenario 2,Camp 1,1,30,0.25,1,428.4,2882.1,987.578299,30288,2086
Scenario 2,Camp 2,1,30,0.25,1,642.6,2860.68,1480.792175,30288,2478
Scenario 2,Camp 3,1,30,0.25,1,1071,2817.84,2467.219748,30288,3478
Scenario 2,Camp 4,1,30,0.25,1,4282.8,4500.96,9862.662684,30288,8982
Scenario 2,Camp 5,1,30,0.25,1,2483.6,742.52,5719.851552,30288,5156
Scenario 2,Camp 6,1,30,0.25,1,1698.4,2074,3911.861702,30288,3558
Scenario 2,Camp 7,1,30,0.25,1,2174.4,1628.42,5007.892231,30288,4550
Scenario 2,Camp 1,1,30,0.25,1,428.4,2882.1,987.578299,37860,2462
Scenario 2,Camp 2,1,30,0.25,1,642.6,2860.68,1480.792175,37860,2950.000001
Scenario 2,Camp 3,1,30,0.25,1,1071,2817.84,2467.219748,37860,3918
Scenario 2,Camp 4,1,30,0.25,1,4282.8,4500.96,9862.662684,37860,12234
Scenario 2,Camp 5,1,30,0.25,1,2483.6,742.52,5719.851552,37860,5533.999999
Scenario 2,Camp 6,1,30,0.25,1,1698.4,2074,3911.861702,37860,4964
Scenario 2,Camp 7,1,30,0.25,1,2174.4,1628.42,5007.892231,37860,5798
Scenario 20,Camp 1,2,50,0.5,1,428.4,2882.1,604.0381889,11358,380
Scenario 20,Camp 2,2,50,0.5,1,642.6,2860.68,905.3548401,11358,572
Scenario 20,Camp 3,2,50,0.5,1,1071,2817.84,1507.987707,11358,952
Scenario 20,Camp 4,2,50,0.5,1,4282.8,4500.96,6026.044305,11358,3806
Scenario 20,Camp 5,2,50,0.5,1,2483.6,742.52,3495.099945,11358,2206
Scenario 20,Camp 6,2,50,0.5,1,1698.4,2074,2390.55481,11358,1510
Scenario 20,Camp 7,2,50,0.5,1,2174.4,1628.42,3060.146621,11358,1932
Scenario 20,Camp 1,2,50,0.5,1,428.4,2882.1,604.0381889,15144,508
Scenario 20,Camp 2,2,50,0.5,1,642.6,2860.68,905.3548401,15144,762
Scenario 20,Camp 3,2,50,0.5,1,1071,2817.84,1507.987707,15144,1270
Scenario 20,Camp 4,2,50,0.5,1,4282.8,4500.96,6026.044305,15144,5074
Scenario 20,Camp 5,2,50,0.5,1,2483.6,742.52,3495.099945,15144,2942
Scenario 20,Camp 6,2,50,0.5,1,1698.4,2074,2390.55481,15144,2012
Scenario 20,Camp 7,2,50,0.5,1,2174.4,1628.42,3060.146621,15144,2576
Scenario 20,Camp 1,2,50,0.5,1,428.4,2882.1,604.0381889,18930,604.0381889
Scenario 20,Camp 2,2,50,0.5,1,642.6,2860.68,905.3548401,18930,905.3548401
Scenario 20,Camp 3,2,50,0.5,1,1071,2817.84,1507.987707,18930,1530
Scenario 20,Camp 4,2,50,0.5,1,4282.8,4500.96,6026.044305,18930,6366.606971
Scenario 20,Camp 5,2,50,0.5,1,2483.6,742.52,3495.099945,18930,3752
Scenario 20,Camp 6,2,50,0.5,1,1698.4,2074,2390.55481,18930,2516
Scenario 20,Camp 7,2,50,0.5,1,2174.4,1628.42,3060.146621,18930,3256
Scenario 21,Camp 1,6,20,0.5,1,428.4,2882.1,42.98378744,3786,42.98378744
Scenario 21,Camp 2,6,20,0.5,1,642.6,2860.68,64.32679827,3786,114
Scenario 21,Camp 3,6,20,0.5,1,1071,2817.84,107.0125448,3786,292
Scenario 21,Camp 4,6,20,0.5,1,4282.8,4500.96,427.0348999,3786,1351.016213
Scenario 21,Camp 5,6,20,0.5,1,2483.6,742.52,247.7634608,3786,764
Scenario 21,Camp 6,6,20,0.5,1,1698.4,2074,169.5264698,3786,534
Scenario 21,Camp 7,6,20,0.5,1,2174.4,1628.42,216.9549103,3786,688
Scenario 21,Camp 1,6,20,0.5,1,428.4,2882.1,42.98378744,5048,156
Scenario 21,Camp 2,6,20,0.5,1,642.6,2860.68,64.32679827,5048,264
Scenario 21,Camp 3,6,20,0.5,1,1071,2817.84,107.0125448,5048,458
Scenario 21,Camp 4,6,20,0.5,1,4282.8,4500.96,427.0348999,5048,1726
Scenario 21,Camp 5,6,20,0.5,1,2483.6,742.52,247.7634608,5048,902
Scenario 21,Camp 6,6,20,0.5,1,1698.4,2074,169.5264698,5048,694
Scenario 21,Camp 7,6,20,0.5,1,2174.4,1628.42,216.9549103,5048,848
Scenario 21,Camp 1,6,20,0.5,1,428.4,2882.1,42.98378744,6310,294
Scenario 21,Camp 2,6,20,0.5,1,642.6,2860.68,64.32679827,6310,410
Scenario 21,Camp 3,6,20,0.5,1,1071,2817.84,107.0125448,6310,620
Scenario 21,Camp 4,6,20,0.5,1,4282.8,4500.96,427.0348999,6310,2092
Scenario 21,Camp 5,6,20,0.5,1,2483.6,742.52,247.7634608,6310,1036
Scenario 21,Camp 6,6,20,0.5,1,1698.4,2074,169.5264698,6310,850
Scenario 21,Camp 7,6,20,0.5,1,2174.4,1628.42,216.9549103,6310,1008
Scenario 22,Camp 1,6,30,0.5,1,428.4,2882.1,72.13625877,3786,72.13625877
Scenario 22,Camp 2,6,30,0.5,1,642.6,2860.68,107.9545299,3786,107.9545299
Scenario 22,Camp 3,6,30,0.5,1,1071,2817.84,179.5906104,3786,229.9092114
Scenario 22,Camp 4,6,30,0.5,1,4282.8,4500.96,716.6585793,3786,1336
Scenario 22,Camp 5,6,30,0.5,1,2483.6,742.52,415.8016356,3786,820
Scenario 22,Camp 6,6,30,0.5,1,1698.4,2074,284.5027398,3786,518
Scenario 22,Camp 7,6,30,0.5,1,2174.4,1628.42,364.0981049,3786,702
Scenario 22,Camp 1,6,30,0.5,1,428.4,2882.1,72.13625877,5048,92
Scenario 22,Camp 2,6,30,0.5,1,642.6,2860.68,107.9545299,5048,208
Scenario 22,Camp 3,6,30,0.5,1,1071,2817.84,179.5906104,5048,418
Scenario 22,Camp 4,6,30,0.5,1,4282.8,4500.96,716.6585793,5048,1764
Scenario 22,Camp 5,6,30,0.5,1,2483.6,742.52,415.8016356,5048,978
Scenario 22,Camp 6,6,30,0.5,1,1698.4,2074,284.5027398,5048,700
Scenario 22,Camp 7,6,30,0.5,1,2174.4,1628.42,364.0981049,5048,888
Scenario 22,Camp 1,6,30,0.5,1,428.4,2882.1,72.13625877,6310,230
Scenario 22,Camp 2,6,30,0.5,1,642.6,2860.68,107.9545299,6310,354
Scenario 22,Camp 3,6,30,0.5,1,1071,2817.84,179.5906104,6310,580
Scenario 22,Camp 4,6,30,0.5,1,4282.8,4500.96,716.6585793,6310,2130
Scenario 22,Camp 5,6,30,0.5,1,2483.6,742.52,415.8016356,6310,1112
Scenario 22,Camp 6,6,30,0.5,1,1698.4,2074,284.5027398,6310,858
Scenario 22,Camp 7,6,30,0.5,1,2174.4,1628.42,364.0981049,6310,1046
Scenario 23,Camp 1,6,40,0.5,1,428.4,2882.1,92.82026634,3786,92.82026634
Scenario 23,Camp 2,6,40,0.5,1,642.6,2860.68,138.9088981,3786,138.9088981
Scenario 23,Camp 3,6,40,0.5,1,1071,2817.84,231.0855674,3786,231.0855674
Scenario 23,Camp 4,6,40,0.5,1,4282.8,4500.96,922.1498501,3786,1290
Scenario 23,Camp 5,6,40,0.5,1,2483.6,742.52,535.026618,3786,846
Scenario 23,Camp 6,6,40,0.5,1,1698.4,2074,366.0797016,3786,490
Scenario 23,Camp 7,6,40,0.5,1,2174.4,1628.42,468.4978629,3786,697.1852681
Scenario 23,Camp 1,6,40,0.5,1,428.4,2882.1,92.82026634,5048,92.82026634
Scenario 23,Camp 2,6,40,0.5,1,642.6,2860.68,138.9088981,5048,162
Scenario 23,Camp 3,6,40,0.5,1,1071,2817.84,231.0855674,5048,384
Scenario 23,Camp 4,6,40,0.5,1,4282.8,4500.96,922.1498501,5048,1776
Scenario 23,Camp 5,6,40,0.5,1,2483.6,742.52,535.026618,5048,1025.179734
Scenario 23,Camp 6,6,40,0.5,1,1698.4,2074,366.0797016,5048,700
Scenario 23,Camp 7,6,40,0.5,1,2174.4,1628.42,468.4978629,5048,908
Scenario 23,Camp 1,6,40,0.5,1,428.4,2882.1,92.82026634,6310,184
Scenario 23,Camp 2,6,40,0.5,1,642.6,2860.68,138.9088981,6310,314
Scenario 23,Camp 3,6,40,0.5,1,1071,2817.84,231.0855674,6310,554
Scenario 23,Camp 4,6,40,0.5,1,4282.8,4500.96,922.1498501,6310,2156
Scenario 23,Camp 5,6,40,0.5,1,2483.6,742.52,535.026618,6310,1166
Scenario 23,Camp 6,6,40,0.5,1,1698.4,2074,366.0797016,6310,864
Scenario 23,Camp 7,6,40,0.5,1,2174.4,1628.42,468.4978629,6310,1072
Scenario 24,Camp 1,6,50,0.5,1,428.4,2882.1,108.8640291,3786,108.8640291
Scenario 24,Camp 2,6,50,0.5,1,642.6,2860.68,162.9189714,3786,162.9189714
Scenario 24,Camp 3,6,50,0.5,1,1071,2817.84,271.0281592,3786,271.0281592
Scenario 24,Camp 4,6,50,0.5,1,4282.8,4500.96,1081.541263,3786,1234
Scenario 24,Camp 5,6,50,0.5,1,2483.6,742.52,627.5046989,3786,861.1888403
Scenario 24,Camp 6,6,50,0.5,1,1698.4,2074,429.3557091,3786,462
Scenario 24,Camp 7,6,50,0.5,1,2174.4,1628.42,549.4766065,3786,686
Scenario 24,Camp 1,6,50,0.5,1,428.4,2882.1,108.8640291,5048,108.8640291
Scenario 24,Camp 2,6,50,0.5,1,642.6,2860.68,162.9189714,5048,162.9189714
Scenario 24,Camp 3,6,50,0.5,1,1071,2817.84,271.0281592,5048,350
Scenario 24,Camp 4,6,50,0.5,1,4282.8,4500.96,1081.541263,5048,1766
Scenario 24,Camp 5,6,50,0.5,1,2483.6,742.52,627.5046989,5048,1056
Scenario 24,Camp 6,6,50,0.5,1,1698.4,2074,429.3557091,5048,690
Scenario 24,Camp 7,6,50,0.5,1,2174.4,1628.42,549.4766065,5048,914.2169996
Scenario 24,Camp 1,6,50,0.5,1,428.4,2882.1,108.8640291,6310,148
Scenario 24,Camp 2,6,50,0.5,1,642.6,2860.68,162.9189714,6310,284
Scenario 24,Camp 3,6,50,0.5,1,1071,2817.84,271.0281592,6310,532
Scenario 24,Camp 4,6,50,0.5,1,4282.8,4500.96,1081.541263,6310,2178
Scenario 24,Camp 5,6,50,0.5,1,2483.6,742.52,627.5046989,6310,1206
Scenario 24,Camp 6,6,50,0.5,1,1698.4,2074,429.3557091,6310,868
Scenario 24,Camp 7,6,50,0.5,1,2174.4,1628.42,549.4766065,6310,1094
Scenario 25,Camp 1,1,20,0.75,1,428.4,2882.1,1756.063587,22716,762
Scenario 25,Camp 2,1,20,0.75,1,642.6,2860.68,2633.072457,22716,1142
Scenario 25,Camp 3,1,20,0.75,1,1071,2817.84,4387.08988,22716,1904
Scenario 25,Camp 4,1,20,0.75,1,4282.8,4500.96,17537.30598,22716,7612
Scenario 25,Camp 5,1,20,0.75,1,2483.6,742.52,10170.76119,22716,4414
Scenario 25,Camp 6,1,20,0.75,1,1698.4,2074,6955.881776,22716,3018
Scenario 25,Camp 7,1,20,0.75,1,2174.4,1628.42,8904.789831,22716,3864
Scenario 25,Camp 1,1,20,0.75,1,428.4,2882.1,1756.063587,30288,1016
Scenario 25,Camp 2,1,20,0.75,1,642.6,2860.68,2633.072457,30288,1524
Scenario 25,Camp 3,1,20,0.75,1,1071,2817.84,4387.08988,30288,2538
Scenario 25,Camp 4,1,20,0.75,1,4282.8,4500.96,17537.30598,30288,10148
Scenario 25,Camp 5,1,20,0.75,1,2483.6,742.52,10170.76119,30288,5886
Scenario 25,Camp 6,1,20,0.75,1,1698.4,2074,6955.881776,30288,4024
Scenario 25,Camp 7,1,20,0.75,1,2174.4,1628.42,8904.789831,30288,5152
Scenario 25,Camp 1,1,20,0.75,1,428.4,2882.1,1756.063587,37860,1270
Scenario 25,Camp 2,1,20,0.75,1,642.6,2860.68,2633.072457,37860,1904
Scenario 25,Camp 3,1,20,0.75,1,1071,2817.84,4387.08988,37860,3172
Scenario 25,Camp 4,1,20,0.75,1,4282.8,4500.96,17537.30598,37860,12686
Scenario 25,Camp 5,1,20,0.75,1,2483.6,742.52,10170.76119,37860,7356
Scenario 25,Camp 6,1,20,0.75,1,1698.4,2074,6955.881776,37860,5032
Scenario 25,Camp 7,1,20,0.75,1,2174.4,1628.42,8904.789831,37860,6440
Scenario 26,Camp 1,1,30,0.75,1,428.4,2882.1,1929.967493,22716,762
Scenario 26,Camp 2,1,30,0.75,1,642.6,2860.68,2893.827016,22716,1142
Scenario 26,Camp 3,1,30,0.75,1,1071,2817.84,4821.545712,22716,1904
Scenario 26,Camp 4,1,30,0.75,1,4282.8,4500.96,19274.03467,22716,7612
Scenario 26,Camp 5,1,30,0.75,1,2483.6,742.52,11177.97705,22716,4414
Scenario 26,Camp 6,1,30,0.75,1,1698.4,2074,7644.726428,22716,3018
Scenario 26,Camp 7,1,30,0.75,1,2174.4,1628.42,9786.63588,22716,3864
Scenario 26,Camp 1,1,30,0.75,1,428.4,2882.1,1929.967493,30288,1016
Scenario 26,Camp 2,1,30,0.75,1,642.6,2860.68,2893.827016,30288,1524
Scenario 26,Camp 3,1,30,0.75,1,1071,2817.84,4821.545712,30288,2538
Scenario 26,Camp 4,1,30,0.75,1,4282.8,4500.96,19274.03467,30288,10148
Scenario 26,Camp 5,1,30,0.75,1,2483.6,742.52,11177.97705,30288,5886
Scenario 26,Camp 6,1,30,0.75,1,1698.4,2074,7644.726428,30288,4024
Scenario 26,Camp 7,1,30,0.75,1,2174.4,1628.42,9786.63588,30288,5152
Scenario 26,Camp 1,1,30,0.75,1,428.4,2882.1,1929.967493,37860,1270
Scenario 26,Camp 2,1,30,0.75,1,642.6,2860.68,2893.827016,37860,1904
Scenario 26,Camp 3,1,30,0.75,1,1071,2817.84,4821.545712,37860,3172
Scenario 26,Camp 4,1,30,0.75,1,4282.8,4500.96,19274.03467,37860,12686
Scenario 26,Camp 5,1,30,0.75,1,2483.6,742.52,11177.97705,37860,7356
Scenario 26,Camp 6,1,30,0.75,1,1698.4,2074,7644.726428,37860,5032
Scenario 26,Camp 7,1,30,0.75,1,2174.4,1628.42,9786.63588,37860,6440
Scenario 27,Camp 1,1,40,0.75,1,428.4,2882.1,2053.354278,22716,762
Scenario 27,Camp 2,1,40,0.75,1,642.6,2860.68,3078.835319,22716,1142
Scenario 27,Camp 3,1,40,0.75,1,1071,2817.84,5129.79703,22716,1904
Scenario 27,Camp 4,1,40,0.75,1,4282.8,4500.96,20506.26329,22716,7612
Scenario 27,Camp 5,1,40,0.75,1,2483.6,742.52,11892.60808,22716,4414
Scenario 27,Camp 6,1,40,0.75,1,1698.4,2074,8133.469487,22716,3018
Scenario 27,Camp 7,1,40,0.75,1,2174.4,1628.42,10412.31561,22716,3864
Scenario 27,Camp 1,1,40,0.75,1,428.4,2882.1,2053.354278,30288,1016
Scenario 27,Camp 2,1,40,0.75,1,642.6,2860.68,3078.835319,30288,1524
Scenario 27,Camp 3,1,40,0.75,1,1071,2817.84,5129.79703,30288,2538
Scenario 27,Camp 4,1,40,0.75,1,4282.8,4500.96,20506.26329,30288,10148
Scenario 27,Camp 5,1,40,0.75,1,2483.6,742.52,11892.60808,30288,5886
Scenario 27,Camp 6,1,40,0.75,1,1698.4,2074,8133.469487,30288,4024
Scenario 27,Camp 7,1,40,0.75,1,2174.4,1628.42,10412.31561,30288,5152
Scenario 27,Camp 1,1,40,0.75,1,428.4,2882.1,2053.354278,37860,1270
Scenario 27,Camp 2,1,40,0.75,1,642.6,2860.68,3078.835319,37860,1904
Scenario 27,Camp 3,1,40,0.75,1,1071,2817.84,5129.79703,37860,3172
Scenario 27,Camp 4,1,40,0.75,1,4282.8,4500.96,20506.26329,37860,12686
Scenario 27,Camp 5,1,40,0.75,1,2483.6,742.52,11892.60808,37860,7356
Scenario 27,Camp 6,1,40,0.75,1,1698.4,2074,8133.469487,37860,5032
Scenario 27,Camp 7,1,40,0.75,1,2174.4,1628.42,10412.31561,37860,6440
Scenario 28,Camp 1,1,50,0.75,1,428.4,2882.1,2149.060504,22716,762
Scenario 28,Camp 2,1,50,0.75,1,642.6,2860.68,3222.338908,22716,1142
Scenario 28,Camp 3,1,50,0.75,1,1071,2817.84,5368.895328,22716,1904
Scenario 28,Camp 4,1,50,0.75,1,4282.8,4500.96,21462.05406,22716,7612
Scenario 28,Camp 5,1,50,0.75,1,2483.6,742.52,12446.91897,22716,4414
Scenario 28,Camp 6,1,50,0.75,1,1698.4,2074,8512.568055,22716,3018
Scenario 28,Camp 7,1,50,0.75,1,2174.4,1628.42,10897.63051,22716,3864
Scenario 28,Camp 1,1,50,0.75,1,428.4,2882.1,2149.060504,30288,1016
Scenario 28,Camp 2,1,50,0.75,1,642.6,2860.68,3222.338908,30288,1524
Scenario 28,Camp 3,1,50,0.75,1,1071,2817.84,5368.895328,30288,2538
Scenario 28,Camp 4,1,50,0.75,1,4282.8,4500.96,21462.05406,30288,10148
Scenario 28,Camp 5,1,50,0.75,1,2483.6,742.52,12446.91897,30288,5886
Scenario 28,Camp 6,1,50,0.75,1,1698.4,2074,8512.568055,30288,4024
Scenario 28,Camp 7,1,50,0.75,1,2174.4,1628.42,10897.63051,30288,5152
Scenario 28,Camp 1,1,50,0.75,1,428.4,2882.1,2149.060504,37860,1270
Scenario 28,Camp 2,1,50,0.75,1,642.6,2860.68,3222.338908,37860,1904
Scenario 28,Camp 3,1,50,0.75,1,1071,2817.84,5368.895328,37860,3172
Scenario 28,Camp 4,1,50,0.75,1,4282.8,4500.96,21462.05406,37860,12686
